numero_boletim;data_hora_boletim;sequencial_veiculo;codigo_categoria;descricao_categoria;codigo_especie;descricao_especie;codigo_situacao;descricao_situacao;tipo_socorro;descricao_tipo_socorro
1617607;02/09/2011 17:50;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1617711;07/09/2011 20:36;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1617711;07/09/2011 20:36;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;2;VIATURA PMMG        
1617997;07/09/2011 17:09;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1617997;07/09/2011 17:09;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618143;03/09/2011 07:20;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1618212;07/09/2011 21:33;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618212;07/09/2011 21:33;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;3;               ;2;VIATURA PMMG        
1618584;07/09/2011 23:24;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
1618612;07/09/2011 22:17;1;4;ALUGUEL                       ;8;ONIBUS                        ;2;PARADO         ;0;NÃO INFORMADO       
1618612;07/09/2011 22:17;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1618857;08/09/2011 02:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618892;08/09/2011 02:48;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618903;08/09/2011 00:51;1;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618924;08/09/2011 00:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618949;07/09/2011 22:54;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618949;07/09/2011 22:54;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1618949;07/09/2011 22:54;3;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
1619372;08/09/2011 05:51;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619372;08/09/2011 05:51;2;4;ALUGUEL                       ;10;REBOQUE E SEMI-REBOQUE        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619372;08/09/2011 05:51;3;4;ALUGUEL                       ;0;NAO INFORMADO                 ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619621;08/09/2011 08:26;1;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619621;08/09/2011 08:26;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619879;08/09/2011 10:36;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1619879;08/09/2011 10:36;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620124;08/09/2011 07:03;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620124;08/09/2011 07:03;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620137;08/09/2011 06:46;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620137;08/09/2011 06:46;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620262;08/09/2011 09:39;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620262;08/09/2011 09:39;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620262;08/09/2011 09:39;3;3;PARTICULAR                    ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620262;08/09/2011 09:39;4;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620582;08/09/2011 08:11;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620582;08/09/2011 08:11;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620758;08/09/2011 08:19;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620758;08/09/2011 08:19;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620820;08/09/2011 10:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620820;08/09/2011 10:05;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1620935;07/09/2011 18:00;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621013;08/09/2011 07:28;1;3;PARTICULAR                    ;13;CAMINHAO                      ;2;PARADO         ;2;VIATURA PMMG        
1621013;08/09/2011 07:28;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621562;08/09/2011 11:35;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621562;08/09/2011 11:35;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621695;08/09/2011 08:08;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621695;08/09/2011 08:08;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621697;08/09/2011 12:20;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621697;08/09/2011 12:20;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621726;08/09/2011 11:22;1;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621865;08/09/2011 11:35;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1621865;08/09/2011 11:35;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1622017;05/09/2011 19:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1622017;05/09/2011 19:00;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1622386;08/09/2011 12:20;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623327;08/09/2011 13:23;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623327;08/09/2011 13:23;2;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623518;08/09/2011 14:18;1;1;OFICIAL                       ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1623630;08/09/2011 15:36;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623630;08/09/2011 15:36;2;4;ALUGUEL                       ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623685;08/09/2011 15:28;1;5;APRENDIZAGEM                  ;6;AUTOMOVEL                     ;3;               ;2;VIATURA PMMG        
1623685;08/09/2011 15:28;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1623891;08/09/2011 14:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624047;08/09/2011 16:49;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624047;08/09/2011 16:49;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624066;08/09/2011 15:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624066;08/09/2011 15:34;2;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624104;08/09/2011 13:39;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624104;08/09/2011 13:39;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624104;08/09/2011 13:39;3;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624104;08/09/2011 13:39;4;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
1624106;08/09/2011 17:08;1;1;OFICIAL                       ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624460;08/09/2011 16:05;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624460;08/09/2011 16:05;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624758;08/09/2011 16:03;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1624953;08/09/2011 17:44;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1624969;08/09/2011 17:15;1;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625258;08/09/2011 18:34;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625330;08/09/2011 17:06;1;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625330;08/09/2011 17:06;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625414;08/09/2011 18:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625414;08/09/2011 18:52;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625520;08/09/2011 20:01;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;2;VIATURA PMMG        
1625520;08/09/2011 20:01;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625907;08/09/2011 21:17;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625968;08/09/2011 20:47;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1625968;08/09/2011 20:47;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1626201;08/09/2011 22:08;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1626201;08/09/2011 22:08;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1626300;08/09/2011 22:51;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1626472;09/09/2011 00:41;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1626554;08/09/2011 21:54;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627047;09/09/2011 05:35;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627112;09/09/2011 06:42;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627112;09/09/2011 06:42;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627176;09/09/2011 06:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627176;09/09/2011 06:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627195;09/09/2011 07:43;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627195;09/09/2011 07:43;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627195;09/09/2011 07:43;3;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627195;09/09/2011 07:43;4;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
1627251;09/09/2011 07:50;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1627526;09/09/2011 06:10;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
1627526;09/09/2011 06:10;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
1627539;09/09/2011 09:17;1;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;1;VEICULO ENVOLVIDO   
1627588;09/09/2011 06:29;1;3;PARTICULAR                    ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627588;09/09/2011 06:29;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627673;09/09/2011 07:49;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1627673;09/09/2011 07:49;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1627885;09/09/2011 07:58;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1627885;09/09/2011 07:58;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628119;09/09/2011 06:53;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628119;09/09/2011 06:53;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628255;09/09/2011 10:29;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1628313;09/09/2011 08:12;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628488;09/09/2011 08:46;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628488;09/09/2011 08:46;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628995;09/09/2011 08:31;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1628995;09/09/2011 08:31;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1629309;09/09/2011 11:13;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1629309;09/09/2011 11:13;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1629378;09/09/2011 12:54;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1629378;09/09/2011 12:54;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1629780;09/09/2011 06:18;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1629801;09/09/2011 11:55;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1629801;09/09/2011 11:55;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1630020;09/09/2011 11:13;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1630244;09/09/2011 11:41;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630244;09/09/2011 11:41;2;4;ALUGUEL                       ;13;CAMINHAO                      ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630372;09/09/2011 12:45;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;3;AMBULANCIA          
1630372;09/09/2011 12:45;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;3;AMBULANCIA          
1630547;09/09/2011 13:18;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630547;09/09/2011 13:18;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630974;09/09/2011 13:43;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630982;09/09/2011 14:58;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1630982;09/09/2011 14:58;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631016;09/09/2011 15:33;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631193;09/09/2011 14:26;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631193;09/09/2011 14:26;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631210;09/09/2011 12:33;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631210;09/09/2011 12:33;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631410;09/09/2011 15:32;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631410;09/09/2011 15:32;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631683;09/09/2011 17:12;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631779;09/09/2011 14:47;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;3;               ;0;NÃO INFORMADO       
1631779;09/09/2011 14:47;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1631779;09/09/2011 14:47;3;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1631779;09/09/2011 14:47;4;3;PARTICULAR                    ;6;AUTOMOVEL                     ;3;               ;0;NÃO INFORMADO       
1631866;09/09/2011 17:37;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631866;09/09/2011 17:37;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1631901;09/09/2011 16:01;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1632143;09/09/2011 17:13;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1632143;09/09/2011 17:13;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1632228;09/09/2011 16:51;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632228;09/09/2011 16:51;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632228;09/09/2011 16:51;3;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632485;04/09/2011 16:10;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632498;09/09/2011 17:42;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1632711;09/09/2011 17:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632711;09/09/2011 17:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;2;PARADO         ;2;VIATURA PMMG        
1632780;09/09/2011 18:52;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632812;09/09/2011 19:22;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632812;09/09/2011 19:22;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632861;09/09/2011 19:05;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1632921;05/09/2011 08:15;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633058;09/09/2011 19:10;1;3;PARTICULAR                    ;12;CAMIONETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633081;09/09/2011 19:45;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633081;09/09/2011 19:45;2;4;ALUGUEL                       ;7;MICROONIBUS                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633110;09/09/2011 18:42;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633162;09/09/2011 19:45;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633295;09/09/2011 20:35;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633295;09/09/2011 20:35;2;0;NAO INFORMADO                 ;0;NAO INFORMADO                 ;0;NÃO INFORMADO  ;0;NÃO INFORMADO       
1633312;09/09/2011 19:48;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633312;09/09/2011 19:48;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633518;09/09/2011 19:38;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633518;09/09/2011 19:38;2;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633635;09/09/2011 21:17;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633635;09/09/2011 21:17;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1633712;09/09/2011 21:13;1;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633712;09/09/2011 21:13;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633799;09/09/2011 11:40;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633940;09/09/2011 22:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1633940;09/09/2011 22:44;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634165;09/09/2011 22:51;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634165;09/09/2011 22:51;2;3;PARTICULAR                    ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634227;09/09/2011 21:04;1;4;ALUGUEL                       ;8;ONIBUS                        ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1634252;09/09/2011 23:05;1;0;NAO INFORMADO                 ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634252;09/09/2011 23:05;2;0;NAO INFORMADO                 ;4;MOTOCICLETA                   ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634412;09/09/2011 23:00;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1634412;09/09/2011 23:00;2;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;0;NÃO INFORMADO       
1634416;09/09/2011 23:00;1;3;PARTICULAR                    ;1;BICICLETA                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634416;09/09/2011 23:00;2;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
1634604;10/09/2011 00:44;1;3;PARTICULAR                    ;6;AUTOMOVEL                     ;1;EM MOVIMENTO   ;2;VIATURA PMMG        
