datatempo_pk;ano;mes;mes_desc;dia;intervalo_horario;dia_semana;dia_semana_desc
2020052217;2020;5;Maio     ;22;17h às 18h;2;Segunda-feira
2020052218;2020;5;Maio     ;22;18h às 19h;2;Segunda-feira
2020052219;2020;5;Maio     ;22;19h às 20h;2;Segunda-feira
2020052220;2020;5;Maio     ;22;20h às 21h;2;Segunda-feira
2020052221;2020;5;Maio     ;22;21h às 22h;2;Segunda-feira
2020052306;2020;5;Maio     ;23;06h às 07h;3;Terça-feira 
2020052307;2020;5;Maio     ;23;07h às 08h;3;Terça-feira 
2020052308;2020;5;Maio     ;23;08h às 09h;3;Terça-feira 
2020052310;2020;5;Maio     ;23;10h às 11h;3;Terça-feira 
2020052311;2020;5;Maio     ;23;11h às 12h;3;Terça-feira 
2020052312;2020;5;Maio     ;23;12h às 13h;3;Terça-feira 
2020052313;2020;5;Maio     ;23;13h às 14h;3;Terça-feira 
2020052314;2020;5;Maio     ;23;14h às 15h;3;Terça-feira 
2020052316;2020;5;Maio     ;23;16h às 17h;3;Terça-feira 
2020052317;2020;5;Maio     ;23;17h às 18h;3;Terça-feira 
2020052318;2020;5;Maio     ;23;18h às 19h;3;Terça-feira 
2020052319;2020;5;Maio     ;23;19h às 20h;3;Terça-feira 
2020052321;2020;5;Maio     ;23;21h às 22h;3;Terça-feira 
2020052402;2020;5;Maio     ;24;02h às 03h;4;Quarta-feira 
2020052406;2020;5;Maio     ;24;06h às 07h;4;Quarta-feira 
2020052407;2020;5;Maio     ;24;07h às 08h;4;Quarta-feira 
2020052408;2020;5;Maio     ;24;08h às 09h;4;Quarta-feira 
2020052409;2020;5;Maio     ;24;09h às 10h;4;Quarta-feira 
2020052411;2020;5;Maio     ;24;11h às 12h;4;Quarta-feira 
2020052412;2020;5;Maio     ;24;12h às 13h;4;Quarta-feira 
2020052413;2020;5;Maio     ;24;13h às 14h;4;Quarta-feira 
2020052415;2020;5;Maio     ;24;15h às 16h;4;Quarta-feira 
2020052416;2020;5;Maio     ;24;16h às 17h;4;Quarta-feira 
2020052417;2020;5;Maio     ;24;17h às 18h;4;Quarta-feira 
2020052418;2020;5;Maio     ;24;18h às 19h;4;Quarta-feira 
2020052419;2020;5;Maio     ;24;19h às 20h;4;Quarta-feira 
2020052420;2020;5;Maio     ;24;20h às 21h;4;Quarta-feira 
2020052422;2020;5;Maio     ;24;22h às 23h;4;Quarta-feira 
2020052423;2020;5;Maio     ;24;23h às 24h;4;Quarta-feira 
2020052506;2020;5;Maio     ;25;06h às 07h;5;Quinta-feira 
2020052508;2020;5;Maio     ;25;08h às 09h;5;Quinta-feira 
2020052510;2020;5;Maio     ;25;10h às 11h;5;Quinta-feira 
2020052511;2020;5;Maio     ;25;11h às 12h;5;Quinta-feira 
2020052512;2020;5;Maio     ;25;12h às 13h;5;Quinta-feira 
2020052513;2020;5;Maio     ;25;13h às 14h;5;Quinta-feira 
2020052515;2020;5;Maio     ;25;15h às 16h;5;Quinta-feira 
2020052516;2020;5;Maio     ;25;16h às 17h;5;Quinta-feira 
2020052517;2020;5;Maio     ;25;17h às 18h;5;Quinta-feira 
2020052518;2020;5;Maio     ;25;18h às 19h;5;Quinta-feira 
2020052521;2020;5;Maio     ;25;21h às 22h;5;Quinta-feira 
2020052522;2020;5;Maio     ;25;22h às 23h;5;Quinta-feira 
2020052606;2020;5;Maio     ;26;06h às 07h;6;Sexta-feira  
2020052607;2020;5;Maio     ;26;07h às 08h;6;Sexta-feira  
2020052608;2020;5;Maio     ;26;08h às 09h;6;Sexta-feira  
2020052609;2020;5;Maio     ;26;09h às 10h;6;Sexta-feira  
2020052611;2020;5;Maio     ;26;11h às 12h;6;Sexta-feira  
2020052612;2020;5;Maio     ;26;12h às 13h;6;Sexta-feira  
2020052613;2020;5;Maio     ;26;13h às 14h;6;Sexta-feira  
2020052614;2020;5;Maio     ;26;14h às 15h;6;Sexta-feira  
2020052615;2020;5;Maio     ;26;15h às 16h;6;Sexta-feira  
2020052616;2020;5;Maio     ;26;16h às 17h;6;Sexta-feira  
2020052617;2020;5;Maio     ;26;17h às 18h;6;Sexta-feira  
2020052618;2020;5;Maio     ;26;18h às 19h;6;Sexta-feira  
2020052619;2020;5;Maio     ;26;19h às 20h;6;Sexta-feira  
2020052621;2020;5;Maio     ;26;21h às 22h;6;Sexta-feira  
2020052622;2020;5;Maio     ;26;22h às 23h;6;Sexta-feira  
2020052708;2020;5;Maio     ;27;08h às 09h;7;Sábado      
2020052711;2020;5;Maio     ;27;11h às 12h;7;Sábado      
2020052712;2020;5;Maio     ;27;12h às 13h;7;Sábado      
2020052713;2020;5;Maio     ;27;13h às 14h;7;Sábado      
2020052714;2020;5;Maio     ;27;14h às 15h;7;Sábado      
2020052716;2020;5;Maio     ;27;16h às 17h;7;Sábado      
2020052717;2020;5;Maio     ;27;17h às 18h;7;Sábado      
2020052718;2020;5;Maio     ;27;18h às 19h;7;Sábado      
2020052721;2020;5;Maio     ;27;21h às 22h;7;Sábado      
2020052722;2020;5;Maio     ;27;22h às 23h;7;Sábado      
2020052723;2020;5;Maio     ;27;23h às 24h;7;Sábado      
2020052800;2020;5;Maio     ;28;00h à  01h;1;Domingo      
2020052807;2020;5;Maio     ;28;07h às 08h;1;Domingo      
2020052811;2020;5;Maio     ;28;11h às 12h;1;Domingo      
2020052812;2020;5;Maio     ;28;12h às 13h;1;Domingo      
2020052813;2020;5;Maio     ;28;13h às 14h;1;Domingo      
2020052814;2020;5;Maio     ;28;14h às 15h;1;Domingo      
2020052815;2020;5;Maio     ;28;15h às 16h;1;Domingo      
2020052818;2020;5;Maio     ;28;18h às 19h;1;Domingo      
2020052819;2020;5;Maio     ;28;19h às 20h;1;Domingo      
2020052820;2020;5;Maio     ;28;20h às 21h;1;Domingo      
2020052902;2020;5;Maio     ;29;02h às 03h;2;Segunda-feira
2020052906;2020;5;Maio     ;29;06h às 07h;2;Segunda-feira
2020052907;2020;5;Maio     ;29;07h às 08h;2;Segunda-feira
2020052908;2020;5;Maio     ;29;08h às 09h;2;Segunda-feira
2020052911;2020;5;Maio     ;29;11h às 12h;2;Segunda-feira
2020052913;2020;5;Maio     ;29;13h às 14h;2;Segunda-feira
2020052914;2020;5;Maio     ;29;14h às 15h;2;Segunda-feira
2020052915;2020;5;Maio     ;29;15h às 16h;2;Segunda-feira
2020052917;2020;5;Maio     ;29;17h às 18h;2;Segunda-feira
2020052918;2020;5;Maio     ;29;18h às 19h;2;Segunda-feira
2020052919;2020;5;Maio     ;29;19h às 20h;2;Segunda-feira
2020053008;2020;5;Maio     ;30;08h às 09h;3;Terça-feira 
2020053010;2020;5;Maio     ;30;10h às 11h;3;Terça-feira 
2020053011;2020;5;Maio     ;30;11h às 12h;3;Terça-feira 
2020053012;2020;5;Maio     ;30;12h às 13h;3;Terça-feira 
2020053014;2020;5;Maio     ;30;14h às 15h;3;Terça-feira 
2020053016;2020;5;Maio     ;30;16h às 17h;3;Terça-feira 
2020053017;2020;5;Maio     ;30;17h às 18h;3;Terça-feira 
2020053019;2020;5;Maio     ;30;19h às 20h;3;Terça-feira 
2020053022;2020;5;Maio     ;30;22h às 23h;3;Terça-feira 
2020060100;2020;6;Junho    ;1;00h à  01h;4;Quarta-feira 
2020060107;2020;6;Junho    ;1;07h às 08h;4;Quarta-feira 
2020060108;2020;6;Junho    ;1;08h às 09h;4;Quarta-feira 
2020060109;2020;6;Junho    ;1;09h às 10h;4;Quarta-feira 
2020060110;2020;6;Junho    ;1;10h às 11h;4;Quarta-feira 
2020060111;2020;6;Junho    ;1;11h às 12h;4;Quarta-feira 
2020060114;2020;6;Junho    ;1;14h às 15h;4;Quarta-feira 
2020060115;2020;6;Junho    ;1;15h às 16h;4;Quarta-feira 
2020060116;2020;6;Junho    ;1;16h às 17h;4;Quarta-feira 
2020060117;2020;6;Junho    ;1;17h às 18h;4;Quarta-feira 
2020060118;2020;6;Junho    ;1;18h às 19h;4;Quarta-feira 
2020060119;2020;6;Junho    ;1;19h às 20h;4;Quarta-feira 
2020060120;2020;6;Junho    ;1;20h às 21h;4;Quarta-feira 
2020060121;2020;6;Junho    ;1;21h às 22h;4;Quarta-feira 
2020060207;2020;6;Junho    ;2;07h às 08h;5;Quinta-feira 
2020060208;2020;6;Junho    ;2;08h às 09h;5;Quinta-feira 
2020060209;2020;6;Junho    ;2;09h às 10h;5;Quinta-feira 
2020060214;2020;6;Junho    ;2;14h às 15h;5;Quinta-feira 
2020060215;2020;6;Junho    ;2;15h às 16h;5;Quinta-feira 
2020060216;2020;6;Junho    ;2;16h às 17h;5;Quinta-feira 
2020060218;2020;6;Junho    ;2;18h às 19h;5;Quinta-feira 
2020060219;2020;6;Junho    ;2;19h às 20h;5;Quinta-feira 
2020060220;2020;6;Junho    ;2;20h às 21h;5;Quinta-feira 
2020060223;2020;6;Junho    ;2;23h às 24h;5;Quinta-feira 
2020060300;2020;6;Junho    ;3;00h à  01h;6;Sexta-feira  
2020060307;2020;6;Junho    ;3;07h às 08h;6;Sexta-feira  
2020060309;2020;6;Junho    ;3;09h às 10h;6;Sexta-feira  
2020060310;2020;6;Junho    ;3;10h às 11h;6;Sexta-feira  
2020060312;2020;6;Junho    ;3;12h às 13h;6;Sexta-feira  
2020060314;2020;6;Junho    ;3;14h às 15h;6;Sexta-feira  
2020060316;2020;6;Junho    ;3;16h às 17h;6;Sexta-feira  
2020060317;2020;6;Junho    ;3;17h às 18h;6;Sexta-feira  
2020060318;2020;6;Junho    ;3;18h às 19h;6;Sexta-feira  
2020060320;2020;6;Junho    ;3;20h às 21h;6;Sexta-feira  
2020060322;2020;6;Junho    ;3;22h às 23h;6;Sexta-feira  
2020060323;2020;6;Junho    ;3;23h às 24h;6;Sexta-feira  
2020060400;2020;6;Junho    ;4;00h à  01h;7;Sábado      
2020060405;2020;6;Junho    ;4;05h às 06h;7;Sábado      
2020060406;2020;6;Junho    ;4;06h às 07h;7;Sábado      
2020060409;2020;6;Junho    ;4;09h às 10h;7;Sábado      
2020060410;2020;6;Junho    ;4;10h às 11h;7;Sábado      
2020060412;2020;6;Junho    ;4;12h às 13h;7;Sábado      
2020060414;2020;6;Junho    ;4;14h às 15h;7;Sábado      
2020060415;2020;6;Junho    ;4;15h às 16h;7;Sábado      
2020060416;2020;6;Junho    ;4;16h às 17h;7;Sábado      
2020060417;2020;6;Junho    ;4;17h às 18h;7;Sábado      
2020060418;2020;6;Junho    ;4;18h às 19h;7;Sábado      
2020060419;2020;6;Junho    ;4;19h às 20h;7;Sábado      
2020060420;2020;6;Junho    ;4;20h às 21h;7;Sábado      
2020060500;2020;6;Junho    ;5;00h à  01h;1;Domingo      
2020060504;2020;6;Junho    ;5;04h às 05h;1;Domingo      
2020060507;2020;6;Junho    ;5;07h às 08h;1;Domingo      
2020060508;2020;6;Junho    ;5;08h às 09h;1;Domingo      
2020060511;2020;6;Junho    ;5;11h às 12h;1;Domingo      
2020060514;2020;6;Junho    ;5;14h às 15h;1;Domingo      
2020060515;2020;6;Junho    ;5;15h às 16h;1;Domingo      
2020060516;2020;6;Junho    ;5;16h às 17h;1;Domingo      
2020060517;2020;6;Junho    ;5;17h às 18h;1;Domingo      
2020060518;2020;6;Junho    ;5;18h às 19h;1;Domingo      
2020060519;2020;6;Junho    ;5;19h às 20h;1;Domingo      
2020060520;2020;6;Junho    ;5;20h às 21h;1;Domingo      
2020060601;2020;6;Junho    ;6;01h às 02h;2;Segunda-feira
2020060606;2020;6;Junho    ;6;06h às 07h;2;Segunda-feira
2020060607;2020;6;Junho    ;6;07h às 08h;2;Segunda-feira
2020060608;2020;6;Junho    ;6;08h às 09h;2;Segunda-feira
2020060609;2020;6;Junho    ;6;09h às 10h;2;Segunda-feira
2020060610;2020;6;Junho    ;6;10h às 11h;2;Segunda-feira
2020060611;2020;6;Junho    ;6;11h às 12h;2;Segunda-feira
2020060613;2020;6;Junho    ;6;13h às 14h;2;Segunda-feira
2020060614;2020;6;Junho    ;6;14h às 15h;2;Segunda-feira
2020060615;2020;6;Junho    ;6;15h às 16h;2;Segunda-feira
2020060616;2020;6;Junho    ;6;16h às 17h;2;Segunda-feira
2020060617;2020;6;Junho    ;6;17h às 18h;2;Segunda-feira
2020060618;2020;6;Junho    ;6;18h às 19h;2;Segunda-feira
2020060619;2020;6;Junho    ;6;19h às 20h;2;Segunda-feira
2020060620;2020;6;Junho    ;6;20h às 21h;2;Segunda-feira
2020060621;2020;6;Junho    ;6;21h às 22h;2;Segunda-feira
2020060623;2020;6;Junho    ;6;23h às 24h;2;Segunda-feira
2020060700;2020;6;Junho    ;7;00h à  01h;3;Terça-feira 
2020060706;2020;6;Junho    ;7;06h às 07h;3;Terça-feira 
2020060707;2020;6;Junho    ;7;07h às 08h;3;Terça-feira 
2020060708;2020;6;Junho    ;7;08h às 09h;3;Terça-feira 
2020060709;2020;6;Junho    ;7;09h às 10h;3;Terça-feira 
2020060710;2020;6;Junho    ;7;10h às 11h;3;Terça-feira 
2020060711;2020;6;Junho    ;7;11h às 12h;3;Terça-feira 
2020060712;2020;6;Junho    ;7;12h às 13h;3;Terça-feira 
2020060713;2020;6;Junho    ;7;13h às 14h;3;Terça-feira 
2020060714;2020;6;Junho    ;7;14h às 15h;3;Terça-feira 
2020060715;2020;6;Junho    ;7;15h às 16h;3;Terça-feira 
2020060716;2020;6;Junho    ;7;16h às 17h;3;Terça-feira 
2020060717;2020;6;Junho    ;7;17h às 18h;3;Terça-feira 
2020060718;2020;6;Junho    ;7;18h às 19h;3;Terça-feira 
2020060719;2020;6;Junho    ;7;19h às 20h;3;Terça-feira 
2020060720;2020;6;Junho    ;7;20h às 21h;3;Terça-feira 
2020060721;2020;6;Junho    ;7;21h às 22h;3;Terça-feira 
2020060722;2020;6;Junho    ;7;22h às 23h;3;Terça-feira 
2020060803;2020;6;Junho    ;8;03h às 04h;4;Quarta-feira 
2020060804;2020;6;Junho    ;8;04h às 05h;4;Quarta-feira 
2020060806;2020;6;Junho    ;8;06h às 07h;4;Quarta-feira 
2020060808;2020;6;Junho    ;8;08h às 09h;4;Quarta-feira 
2020060809;2020;6;Junho    ;8;09h às 10h;4;Quarta-feira 
2020060812;2020;6;Junho    ;8;12h às 13h;4;Quarta-feira 
2020060813;2020;6;Junho    ;8;13h às 14h;4;Quarta-feira 
2020060814;2020;6;Junho    ;8;14h às 15h;4;Quarta-feira 
2020060815;2020;6;Junho    ;8;15h às 16h;4;Quarta-feira 
2020060816;2020;6;Junho    ;8;16h às 17h;4;Quarta-feira 
2020060817;2020;6;Junho    ;8;17h às 18h;4;Quarta-feira 
2020060818;2020;6;Junho    ;8;18h às 19h;4;Quarta-feira 
2020060819;2020;6;Junho    ;8;19h às 20h;4;Quarta-feira 
2020060820;2020;6;Junho    ;8;20h às 21h;4;Quarta-feira 
2020060821;2020;6;Junho    ;8;21h às 22h;4;Quarta-feira 
2020060822;2020;6;Junho    ;8;22h às 23h;4;Quarta-feira 
2020060823;2020;6;Junho    ;8;23h às 24h;4;Quarta-feira 
2020060902;2020;6;Junho    ;9;02h às 03h;5;Quinta-feira 
2020060907;2020;6;Junho    ;9;07h às 08h;5;Quinta-feira 
2020060909;2020;6;Junho    ;9;09h às 10h;5;Quinta-feira 
2020060910;2020;6;Junho    ;9;10h às 11h;5;Quinta-feira 
2020060912;2020;6;Junho    ;9;12h às 13h;5;Quinta-feira 
2020060914;2020;6;Junho    ;9;14h às 15h;5;Quinta-feira 
2020060915;2020;6;Junho    ;9;15h às 16h;5;Quinta-feira 
2020060916;2020;6;Junho    ;9;16h às 17h;5;Quinta-feira 
2020060917;2020;6;Junho    ;9;17h às 18h;5;Quinta-feira 
2020060918;2020;6;Junho    ;9;18h às 19h;5;Quinta-feira 
2020060919;2020;6;Junho    ;9;19h às 20h;5;Quinta-feira 
2020060920;2020;6;Junho    ;9;20h às 21h;5;Quinta-feira 
2020060921;2020;6;Junho    ;9;21h às 22h;5;Quinta-feira 
2020060922;2020;6;Junho    ;9;22h às 23h;5;Quinta-feira 
2020061006;2020;6;Junho    ;10;06h às 07h;6;Sexta-feira  
2020061008;2020;6;Junho    ;10;08h às 09h;6;Sexta-feira  
2020061011;2020;6;Junho    ;10;11h às 12h;6;Sexta-feira  
2020061012;2020;6;Junho    ;10;12h às 13h;6;Sexta-feira  
2020061014;2020;6;Junho    ;10;14h às 15h;6;Sexta-feira  
2020061015;2020;6;Junho    ;10;15h às 16h;6;Sexta-feira  
2020061016;2020;6;Junho    ;10;16h às 17h;6;Sexta-feira  
2020061017;2020;6;Junho    ;10;17h às 18h;6;Sexta-feira  
2020061018;2020;6;Junho    ;10;18h às 19h;6;Sexta-feira  
2020061019;2020;6;Junho    ;10;19h às 20h;6;Sexta-feira  
2020061020;2020;6;Junho    ;10;20h às 21h;6;Sexta-feira  
2020061022;2020;6;Junho    ;10;22h às 23h;6;Sexta-feira  
2020061023;2020;6;Junho    ;10;23h às 24h;6;Sexta-feira  
2020061100;2020;6;Junho    ;11;00h à  01h;7;Sábado      
2020061106;2020;6;Junho    ;11;06h às 07h;7;Sábado      
2020061107;2020;6;Junho    ;11;07h às 08h;7;Sábado      
2020061108;2020;6;Junho    ;11;08h às 09h;7;Sábado      
2020061109;2020;6;Junho    ;11;09h às 10h;7;Sábado      
2020061110;2020;6;Junho    ;11;10h às 11h;7;Sábado      
2020061111;2020;6;Junho    ;11;11h às 12h;7;Sábado      
2020061112;2020;6;Junho    ;11;12h às 13h;7;Sábado      
2020061113;2020;6;Junho    ;11;13h às 14h;7;Sábado      
2020061115;2020;6;Junho    ;11;15h às 16h;7;Sábado      
2020061117;2020;6;Junho    ;11;17h às 18h;7;Sábado      
2020061118;2020;6;Junho    ;11;18h às 19h;7;Sábado      
2020061119;2020;6;Junho    ;11;19h às 20h;7;Sábado      
2020061120;2020;6;Junho    ;11;20h às 21h;7;Sábado      
2020061121;2020;6;Junho    ;11;21h às 22h;7;Sábado      
2020061122;2020;6;Junho    ;11;22h às 23h;7;Sábado      
2020061200;2020;6;Junho    ;12;00h à  01h;1;Domingo      
2020061203;2020;6;Junho    ;12;03h às 04h;1;Domingo      
2020061205;2020;6;Junho    ;12;05h às 06h;1;Domingo      
2020061210;2020;6;Junho    ;12;10h às 11h;1;Domingo      
2020061211;2020;6;Junho    ;12;11h às 12h;1;Domingo      
2020061212;2020;6;Junho    ;12;12h às 13h;1;Domingo      
2020061214;2020;6;Junho    ;12;14h às 15h;1;Domingo      
2020061215;2020;6;Junho    ;12;15h às 16h;1;Domingo      
2020061216;2020;6;Junho    ;12;16h às 17h;1;Domingo      
2020061218;2020;6;Junho    ;12;18h às 19h;1;Domingo      
2020061219;2020;6;Junho    ;12;19h às 20h;1;Domingo      
2020061220;2020;6;Junho    ;12;20h às 21h;1;Domingo      
2020061221;2020;6;Junho    ;12;21h às 22h;1;Domingo      
2020061222;2020;6;Junho    ;12;22h às 23h;1;Domingo      
2020061223;2020;6;Junho    ;12;23h às 24h;1;Domingo      
2020061300;2020;6;Junho    ;13;00h à  01h;2;Segunda-feira
2020061304;2020;6;Junho    ;13;04h às 05h;2;Segunda-feira
2020061306;2020;6;Junho    ;13;06h às 07h;2;Segunda-feira
2020061307;2020;6;Junho    ;13;07h às 08h;2;Segunda-feira
2020061308;2020;6;Junho    ;13;08h às 09h;2;Segunda-feira
2020061309;2020;6;Junho    ;13;09h às 10h;2;Segunda-feira
2020061310;2020;6;Junho    ;13;10h às 11h;2;Segunda-feira
2020061313;2020;6;Junho    ;13;13h às 14h;2;Segunda-feira
2020061314;2020;6;Junho    ;13;14h às 15h;2;Segunda-feira
2020061315;2020;6;Junho    ;13;15h às 16h;2;Segunda-feira
2020061316;2020;6;Junho    ;13;16h às 17h;2;Segunda-feira
2020061317;2020;6;Junho    ;13;17h às 18h;2;Segunda-feira
2020061318;2020;6;Junho    ;13;18h às 19h;2;Segunda-feira
2020061319;2020;6;Junho    ;13;19h às 20h;2;Segunda-feira
2020061320;2020;6;Junho    ;13;20h às 21h;2;Segunda-feira
2020061404;2020;6;Junho    ;14;04h às 05h;3;Terça-feira 
2020061409;2020;6;Junho    ;14;09h às 10h;3;Terça-feira 
2020061410;2020;6;Junho    ;14;10h às 11h;3;Terça-feira 
2020061411;2020;6;Junho    ;14;11h às 12h;3;Terça-feira 
2020061412;2020;6;Junho    ;14;12h às 13h;3;Terça-feira 
2020061413;2020;6;Junho    ;14;13h às 14h;3;Terça-feira 
2020061414;2020;6;Junho    ;14;14h às 15h;3;Terça-feira 
2020061416;2020;6;Junho    ;14;16h às 17h;3;Terça-feira 
2020061417;2020;6;Junho    ;14;17h às 18h;3;Terça-feira 
2020061419;2020;6;Junho    ;14;19h às 20h;3;Terça-feira 
2020061420;2020;6;Junho    ;14;20h às 21h;3;Terça-feira 
2020061421;2020;6;Junho    ;14;21h às 22h;3;Terça-feira 
2020061502;2020;6;Junho    ;15;02h às 03h;4;Quarta-feira 
2020061507;2020;6;Junho    ;15;07h às 08h;4;Quarta-feira 
2020061508;2020;6;Junho    ;15;08h às 09h;4;Quarta-feira 
2020061511;2020;6;Junho    ;15;11h às 12h;4;Quarta-feira 
2020061512;2020;6;Junho    ;15;12h às 13h;4;Quarta-feira 
2020061513;2020;6;Junho    ;15;13h às 14h;4;Quarta-feira 
2020061514;2020;6;Junho    ;15;14h às 15h;4;Quarta-feira 
2020061516;2020;6;Junho    ;15;16h às 17h;4;Quarta-feira 
2020061517;2020;6;Junho    ;15;17h às 18h;4;Quarta-feira 
2020061518;2020;6;Junho    ;15;18h às 19h;4;Quarta-feira 
2020061519;2020;6;Junho    ;15;19h às 20h;4;Quarta-feira 
2020061520;2020;6;Junho    ;15;20h às 21h;4;Quarta-feira 
2020061522;2020;6;Junho    ;15;22h às 23h;4;Quarta-feira 
2020061607;2020;6;Junho    ;16;07h às 08h;5;Quinta-feira 
2020061610;2020;6;Junho    ;16;10h às 11h;5;Quinta-feira 
2020061611;2020;6;Junho    ;16;11h às 12h;5;Quinta-feira 
2020061614;2020;6;Junho    ;16;14h às 15h;5;Quinta-feira 
2020061615;2020;6;Junho    ;16;15h às 16h;5;Quinta-feira 
2020061616;2020;6;Junho    ;16;16h às 17h;5;Quinta-feira 
2020061617;2020;6;Junho    ;16;17h às 18h;5;Quinta-feira 
2020061618;2020;6;Junho    ;16;18h às 19h;5;Quinta-feira 
2020061619;2020;6;Junho    ;16;19h às 20h;5;Quinta-feira 
2020061622;2020;6;Junho    ;16;22h às 23h;5;Quinta-feira 
2020061623;2020;6;Junho    ;16;23h às 24h;5;Quinta-feira 
2020061700;2020;6;Junho    ;17;00h à  01h;6;Sexta-feira  
2020061704;2020;6;Junho    ;17;04h às 05h;6;Sexta-feira  
2020061706;2020;6;Junho    ;17;06h às 07h;6;Sexta-feira  
2020061707;2020;6;Junho    ;17;07h às 08h;6;Sexta-feira  
2020061708;2020;6;Junho    ;17;08h às 09h;6;Sexta-feira  
2020061709;2020;6;Junho    ;17;09h às 10h;6;Sexta-feira  
2020061711;2020;6;Junho    ;17;11h às 12h;6;Sexta-feira  
2020061713;2020;6;Junho    ;17;13h às 14h;6;Sexta-feira  
2020061714;2020;6;Junho    ;17;14h às 15h;6;Sexta-feira  
2020061715;2020;6;Junho    ;17;15h às 16h;6;Sexta-feira  
2020061716;2020;6;Junho    ;17;16h às 17h;6;Sexta-feira  
2020061717;2020;6;Junho    ;17;17h às 18h;6;Sexta-feira  
2020061718;2020;6;Junho    ;17;18h às 19h;6;Sexta-feira  
2020061720;2020;6;Junho    ;17;20h às 21h;6;Sexta-feira  
2020061721;2020;6;Junho    ;17;21h às 22h;6;Sexta-feira  
2020061723;2020;6;Junho    ;17;23h às 24h;6;Sexta-feira  
2020061800;2020;6;Junho    ;18;00h à  01h;7;Sábado      
2020061806;2020;6;Junho    ;18;06h às 07h;7;Sábado      
2020061807;2020;6;Junho    ;18;07h às 08h;7;Sábado      
2020061808;2020;6;Junho    ;18;08h às 09h;7;Sábado      
2020061812;2020;6;Junho    ;18;12h às 13h;7;Sábado      
2020061813;2020;6;Junho    ;18;13h às 14h;7;Sábado      
2020061814;2020;6;Junho    ;18;14h às 15h;7;Sábado      
2020061815;2020;6;Junho    ;18;15h às 16h;7;Sábado      
2020061816;2020;6;Junho    ;18;16h às 17h;7;Sábado      
2020061817;2020;6;Junho    ;18;17h às 18h;7;Sábado      
2020061819;2020;6;Junho    ;18;19h às 20h;7;Sábado      
2020061820;2020;6;Junho    ;18;20h às 21h;7;Sábado      
2020061821;2020;6;Junho    ;18;21h às 22h;7;Sábado      
2020061822;2020;6;Junho    ;18;22h às 23h;7;Sábado      
2020061823;2020;6;Junho    ;18;23h às 24h;7;Sábado      
2020061906;2020;6;Junho    ;19;06h às 07h;1;Domingo      
2020061910;2020;6;Junho    ;19;10h às 11h;1;Domingo      
2020061911;2020;6;Junho    ;19;11h às 12h;1;Domingo      
2020061912;2020;6;Junho    ;19;12h às 13h;1;Domingo      
2020061914;2020;6;Junho    ;19;14h às 15h;1;Domingo      
2020061915;2020;6;Junho    ;19;15h às 16h;1;Domingo      
2020061916;2020;6;Junho    ;19;16h às 17h;1;Domingo      
2020061917;2020;6;Junho    ;19;17h às 18h;1;Domingo      
2020061918;2020;6;Junho    ;19;18h às 19h;1;Domingo      
2020061919;2020;6;Junho    ;19;19h às 20h;1;Domingo      
2020061920;2020;6;Junho    ;19;20h às 21h;1;Domingo      
2020061921;2020;6;Junho    ;19;21h às 22h;1;Domingo      
2020061922;2020;6;Junho    ;19;22h às 23h;1;Domingo      
2020062000;2020;6;Junho    ;20;00h à  01h;2;Segunda-feira
2020062005;2020;6;Junho    ;20;05h às 06h;2;Segunda-feira
2020062006;2020;6;Junho    ;20;06h às 07h;2;Segunda-feira
2020062008;2020;6;Junho    ;20;08h às 09h;2;Segunda-feira
2020062009;2020;6;Junho    ;20;09h às 10h;2;Segunda-feira
2020062010;2020;6;Junho    ;20;10h às 11h;2;Segunda-feira
2020062011;2020;6;Junho    ;20;11h às 12h;2;Segunda-feira
2020062012;2020;6;Junho    ;20;12h às 13h;2;Segunda-feira
2020062013;2020;6;Junho    ;20;13h às 14h;2;Segunda-feira
2020062014;2020;6;Junho    ;20;14h às 15h;2;Segunda-feira
2020062015;2020;6;Junho    ;20;15h às 16h;2;Segunda-feira
2020062016;2020;6;Junho    ;20;16h às 17h;2;Segunda-feira
2020062017;2020;6;Junho    ;20;17h às 18h;2;Segunda-feira
2020062018;2020;6;Junho    ;20;18h às 19h;2;Segunda-feira
2020062022;2020;6;Junho    ;20;22h às 23h;2;Segunda-feira
2020062105;2020;6;Junho    ;21;05h às 06h;3;Terça-feira 
2020062107;2020;6;Junho    ;21;07h às 08h;3;Terça-feira 
2020062108;2020;6;Junho    ;21;08h às 09h;3;Terça-feira 
2020062109;2020;6;Junho    ;21;09h às 10h;3;Terça-feira 
2020062110;2020;6;Junho    ;21;10h às 11h;3;Terça-feira 
2020062111;2020;6;Junho    ;21;11h às 12h;3;Terça-feira 
2020062112;2020;6;Junho    ;21;12h às 13h;3;Terça-feira 
2020062113;2020;6;Junho    ;21;13h às 14h;3;Terça-feira 
2020062114;2020;6;Junho    ;21;14h às 15h;3;Terça-feira 
2020062115;2020;6;Junho    ;21;15h às 16h;3;Terça-feira 
2020062117;2020;6;Junho    ;21;17h às 18h;3;Terça-feira 
2020062118;2020;6;Junho    ;21;18h às 19h;3;Terça-feira 
2020062119;2020;6;Junho    ;21;19h às 20h;3;Terça-feira 
2020062120;2020;6;Junho    ;21;20h às 21h;3;Terça-feira 
2020062121;2020;6;Junho    ;21;21h às 22h;3;Terça-feira 
2020062122;2020;6;Junho    ;21;22h às 23h;3;Terça-feira 
2020062200;2020;6;Junho    ;22;00h à  01h;4;Quarta-feira 
