datatempo_pk;ano;mes;mes_desc;dia;intervalo_horario;dia_semana;dia_semana_desc
2011000100;2011;0;         ;1;00h à  01h;7;Sábado      
2011000101;2011;0;         ;1;01h às 02h;7;Sábado      
2011000103;2011;0;         ;1;03h às 04h;7;Sábado      
2011000104;2011;0;         ;1;04h às 05h;7;Sábado      
2011000105;2011;0;         ;1;05h às 06h;7;Sábado      
2011000106;2011;0;         ;1;06h às 07h;7;Sábado      
2011000107;2011;0;         ;1;07h às 08h;7;Sábado      
2011000110;2011;0;         ;1;10h às 11h;7;Sábado      
2011000111;2011;0;         ;1;11h às 12h;7;Sábado      
2011000113;2011;0;         ;1;13h às 14h;7;Sábado      
2011000115;2011;0;         ;1;15h às 16h;7;Sábado      
2011000116;2011;0;         ;1;16h às 17h;7;Sábado      
2011000117;2011;0;         ;1;17h às 18h;7;Sábado      
2011000118;2011;0;         ;1;18h às 19h;7;Sábado      
2011000119;2011;0;         ;1;19h às 20h;7;Sábado      
2011000120;2011;0;         ;1;20h às 21h;7;Sábado      
2011000121;2011;0;         ;1;21h às 22h;7;Sábado      
2011000122;2011;0;         ;1;22h às 23h;7;Sábado      
2011000123;2011;0;         ;1;23h às 24h;7;Sábado      
2011000200;2011;0;         ;2;00h à  01h;1;Domingo      
2011000201;2011;0;         ;2;01h às 02h;1;Domingo      
2011000208;2011;0;         ;2;08h às 09h;1;Domingo      
2011000209;2011;0;         ;2;09h às 10h;1;Domingo      
2011000210;2011;0;         ;2;10h às 11h;1;Domingo      
2011000211;2011;0;         ;2;11h às 12h;1;Domingo      
2011000212;2011;0;         ;2;12h às 13h;1;Domingo      
2011000213;2011;0;         ;2;13h às 14h;1;Domingo      
2011000214;2011;0;         ;2;14h às 15h;1;Domingo      
2011000215;2011;0;         ;2;15h às 16h;1;Domingo      
2011000216;2011;0;         ;2;16h às 17h;1;Domingo      
2011000217;2011;0;         ;2;17h às 18h;1;Domingo      
2011000218;2011;0;         ;2;18h às 19h;1;Domingo      
2011000219;2011;0;         ;2;19h às 20h;1;Domingo      
2011000220;2011;0;         ;2;20h às 21h;1;Domingo      
2011000221;2011;0;         ;2;21h às 22h;1;Domingo      
2011000222;2011;0;         ;2;22h às 23h;1;Domingo      
2011000301;2011;0;         ;3;01h às 02h;2;Segunda-feira
2011000306;2011;0;         ;3;06h às 07h;2;Segunda-feira
2011000307;2011;0;         ;3;07h às 08h;2;Segunda-feira
2011000309;2011;0;         ;3;09h às 10h;2;Segunda-feira
2011000310;2011;0;         ;3;10h às 11h;2;Segunda-feira
2011000312;2011;0;         ;3;12h às 13h;2;Segunda-feira
2011000313;2011;0;         ;3;13h às 14h;2;Segunda-feira
2011000314;2011;0;         ;3;14h às 15h;2;Segunda-feira
2011000315;2011;0;         ;3;15h às 16h;2;Segunda-feira
2011000316;2011;0;         ;3;16h às 17h;2;Segunda-feira
2011000317;2011;0;         ;3;17h às 18h;2;Segunda-feira
2011000318;2011;0;         ;3;18h às 19h;2;Segunda-feira
2011000319;2011;0;         ;3;19h às 20h;2;Segunda-feira
2011000405;2011;0;         ;4;05h às 06h;3;Terça-feira 
2011000406;2011;0;         ;4;06h às 07h;3;Terça-feira 
2011000407;2011;0;         ;4;07h às 08h;3;Terça-feira 
2011000408;2011;0;         ;4;08h às 09h;3;Terça-feira 
2011000409;2011;0;         ;4;09h às 10h;3;Terça-feira 
2011000410;2011;0;         ;4;10h às 11h;3;Terça-feira 
2011000412;2011;0;         ;4;12h às 13h;3;Terça-feira 
2011000413;2011;0;         ;4;13h às 14h;3;Terça-feira 
2011000414;2011;0;         ;4;14h às 15h;3;Terça-feira 
2011000415;2011;0;         ;4;15h às 16h;3;Terça-feira 
2011000416;2011;0;         ;4;16h às 17h;3;Terça-feira 
2011000417;2011;0;         ;4;17h às 18h;3;Terça-feira 
2011000418;2011;0;         ;4;18h às 19h;3;Terça-feira 
2011000420;2011;0;         ;4;20h às 21h;3;Terça-feira 
2011000423;2011;0;         ;4;23h às 24h;3;Terça-feira 
2011000506;2011;0;         ;5;06h às 07h;4;Quarta-feira 
2011000507;2011;0;         ;5;07h às 08h;4;Quarta-feira 
2011000508;2011;0;         ;5;08h às 09h;4;Quarta-feira 
2011000509;2011;0;         ;5;09h às 10h;4;Quarta-feira 
2011000510;2011;0;         ;5;10h às 11h;4;Quarta-feira 
2011000511;2011;0;         ;5;11h às 12h;4;Quarta-feira 
2011000512;2011;0;         ;5;12h às 13h;4;Quarta-feira 
2011000513;2011;0;         ;5;13h às 14h;4;Quarta-feira 
2011000514;2011;0;         ;5;14h às 15h;4;Quarta-feira 
2011000515;2011;0;         ;5;15h às 16h;4;Quarta-feira 
2011000516;2011;0;         ;5;16h às 17h;4;Quarta-feira 
2011000518;2011;0;         ;5;18h às 19h;4;Quarta-feira 
2011000519;2011;0;         ;5;19h às 20h;4;Quarta-feira 
2011000520;2011;0;         ;5;20h às 21h;4;Quarta-feira 
2011000521;2011;0;         ;5;21h às 22h;4;Quarta-feira 
2011000522;2011;0;         ;5;22h às 23h;4;Quarta-feira 
2011000604;2011;0;         ;6;04h às 05h;5;Quinta-feira 
2011000607;2011;0;         ;6;07h às 08h;5;Quinta-feira 
2011000608;2011;0;         ;6;08h às 09h;5;Quinta-feira 
2011000609;2011;0;         ;6;09h às 10h;5;Quinta-feira 
2011000610;2011;0;         ;6;10h às 11h;5;Quinta-feira 
2011000611;2011;0;         ;6;11h às 12h;5;Quinta-feira 
2011000612;2011;0;         ;6;12h às 13h;5;Quinta-feira 
2011000613;2011;0;         ;6;13h às 14h;5;Quinta-feira 
2011000614;2011;0;         ;6;14h às 15h;5;Quinta-feira 
2011000615;2011;0;         ;6;15h às 16h;5;Quinta-feira 
2011000616;2011;0;         ;6;16h às 17h;5;Quinta-feira 
2011000617;2011;0;         ;6;17h às 18h;5;Quinta-feira 
2011000618;2011;0;         ;6;18h às 19h;5;Quinta-feira 
2011000619;2011;0;         ;6;19h às 20h;5;Quinta-feira 
2011000620;2011;0;         ;6;20h às 21h;5;Quinta-feira 
2011000622;2011;0;         ;6;22h às 23h;5;Quinta-feira 
2011000700;2011;0;         ;7;00h à  01h;6;Sexta-feira  
2011000701;2011;0;         ;7;01h às 02h;6;Sexta-feira  
2011000702;2011;0;         ;7;02h às 03h;6;Sexta-feira  
2011000704;2011;0;         ;7;04h às 05h;6;Sexta-feira  
2011000706;2011;0;         ;7;06h às 07h;6;Sexta-feira  
2011000707;2011;0;         ;7;07h às 08h;6;Sexta-feira  
2011000708;2011;0;         ;7;08h às 09h;6;Sexta-feira  
2011000709;2011;0;         ;7;09h às 10h;6;Sexta-feira  
2011000710;2011;0;         ;7;10h às 11h;6;Sexta-feira  
2011000711;2011;0;         ;7;11h às 12h;6;Sexta-feira  
2011000712;2011;0;         ;7;12h às 13h;6;Sexta-feira  
2011000713;2011;0;         ;7;13h às 14h;6;Sexta-feira  
2011000714;2011;0;         ;7;14h às 15h;6;Sexta-feira  
2011000715;2011;0;         ;7;15h às 16h;6;Sexta-feira  
2011000716;2011;0;         ;7;16h às 17h;6;Sexta-feira  
2011000717;2011;0;         ;7;17h às 18h;6;Sexta-feira  
2011000718;2011;0;         ;7;18h às 19h;6;Sexta-feira  
2011000719;2011;0;         ;7;19h às 20h;6;Sexta-feira  
2011000720;2011;0;         ;7;20h às 21h;6;Sexta-feira  
2011000721;2011;0;         ;7;21h às 22h;6;Sexta-feira  
2011000722;2011;0;         ;7;22h às 23h;6;Sexta-feira  
2011000723;2011;0;         ;7;23h às 24h;6;Sexta-feira  
2011000800;2011;0;         ;8;00h à  01h;7;Sábado      
2011000804;2011;0;         ;8;04h às 05h;7;Sábado      
2011000805;2011;0;         ;8;05h às 06h;7;Sábado      
2011000806;2011;0;         ;8;06h às 07h;7;Sábado      
2011000807;2011;0;         ;8;07h às 08h;7;Sábado      
2011000808;2011;0;         ;8;08h às 09h;7;Sábado      
2011000809;2011;0;         ;8;09h às 10h;7;Sábado      
2011000810;2011;0;         ;8;10h às 11h;7;Sábado      
2011000811;2011;0;         ;8;11h às 12h;7;Sábado      
2011000812;2011;0;         ;8;12h às 13h;7;Sábado      
2011000813;2011;0;         ;8;13h às 14h;7;Sábado      
2011000814;2011;0;         ;8;14h às 15h;7;Sábado      
2011000815;2011;0;         ;8;15h às 16h;7;Sábado      
2011000816;2011;0;         ;8;16h às 17h;7;Sábado      
2011000817;2011;0;         ;8;17h às 18h;7;Sábado      
2011000818;2011;0;         ;8;18h às 19h;7;Sábado      
2011000819;2011;0;         ;8;19h às 20h;7;Sábado      
2011000820;2011;0;         ;8;20h às 21h;7;Sábado      
2011000821;2011;0;         ;8;21h às 22h;7;Sábado      
2011000822;2011;0;         ;8;22h às 23h;7;Sábado      
2011000823;2011;0;         ;8;23h às 24h;7;Sábado      
2011000900;2011;0;         ;9;00h à  01h;1;Domingo      
2011000902;2011;0;         ;9;02h às 03h;1;Domingo      
2011000904;2011;0;         ;9;04h às 05h;1;Domingo      
2011000905;2011;0;         ;9;05h às 06h;1;Domingo      
2011000906;2011;0;         ;9;06h às 07h;1;Domingo      
2011000908;2011;0;         ;9;08h às 09h;1;Domingo      
2011000909;2011;0;         ;9;09h às 10h;1;Domingo      
2011000912;2011;0;         ;9;12h às 13h;1;Domingo      
2011000913;2011;0;         ;9;13h às 14h;1;Domingo      
2011000914;2011;0;         ;9;14h às 15h;1;Domingo      
2011000915;2011;0;         ;9;15h às 16h;1;Domingo      
2011000916;2011;0;         ;9;16h às 17h;1;Domingo      
2011000917;2011;0;         ;9;17h às 18h;1;Domingo      
2011000918;2011;0;         ;9;18h às 19h;1;Domingo      
2011000919;2011;0;         ;9;19h às 20h;1;Domingo      
2011000920;2011;0;         ;9;20h às 21h;1;Domingo      
2011000921;2011;0;         ;9;21h às 22h;1;Domingo      
2011000922;2011;0;         ;9;22h às 23h;1;Domingo      
2011001000;2011;0;         ;10;00h à  01h;2;Segunda-feira
2011001006;2011;0;         ;10;06h às 07h;2;Segunda-feira
2011001007;2011;0;         ;10;07h às 08h;2;Segunda-feira
2011001008;2011;0;         ;10;08h às 09h;2;Segunda-feira
2011001009;2011;0;         ;10;09h às 10h;2;Segunda-feira
2011001010;2011;0;         ;10;10h às 11h;2;Segunda-feira
2011001011;2011;0;         ;10;11h às 12h;2;Segunda-feira
2011001012;2011;0;         ;10;12h às 13h;2;Segunda-feira
2011001014;2011;0;         ;10;14h às 15h;2;Segunda-feira
2011001015;2011;0;         ;10;15h às 16h;2;Segunda-feira
2011001016;2011;0;         ;10;16h às 17h;2;Segunda-feira
2011001017;2011;0;         ;10;17h às 18h;2;Segunda-feira
2011001018;2011;0;         ;10;18h às 19h;2;Segunda-feira
2011001019;2011;0;         ;10;19h às 20h;2;Segunda-feira
2011001020;2011;0;         ;10;20h às 21h;2;Segunda-feira
2011001021;2011;0;         ;10;21h às 22h;2;Segunda-feira
2011001107;2011;0;         ;11;07h às 08h;3;Terça-feira 
2011001108;2011;0;         ;11;08h às 09h;3;Terça-feira 
2011001109;2011;0;         ;11;09h às 10h;3;Terça-feira 
2011001110;2011;0;         ;11;10h às 11h;3;Terça-feira 
2011001112;2011;0;         ;11;12h às 13h;3;Terça-feira 
2011001113;2011;0;         ;11;13h às 14h;3;Terça-feira 
2011001115;2011;0;         ;11;15h às 16h;3;Terça-feira 
2011001116;2011;0;         ;11;16h às 17h;3;Terça-feira 
2011001117;2011;0;         ;11;17h às 18h;3;Terça-feira 
2011001118;2011;0;         ;11;18h às 19h;3;Terça-feira 
2011001119;2011;0;         ;11;19h às 20h;3;Terça-feira 
2011001120;2011;0;         ;11;20h às 21h;3;Terça-feira 
2011001121;2011;0;         ;11;21h às 22h;3;Terça-feira 
2011001122;2011;0;         ;11;22h às 23h;3;Terça-feira 
2011001206;2011;0;         ;12;06h às 07h;4;Quarta-feira 
2011001207;2011;0;         ;12;07h às 08h;4;Quarta-feira 
2011001208;2011;0;         ;12;08h às 09h;4;Quarta-feira 
2011001209;2011;0;         ;12;09h às 10h;4;Quarta-feira 
2011001210;2011;0;         ;12;10h às 11h;4;Quarta-feira 
2011001211;2011;0;         ;12;11h às 12h;4;Quarta-feira 
2011001212;2011;0;         ;12;12h às 13h;4;Quarta-feira 
2011001213;2011;0;         ;12;13h às 14h;4;Quarta-feira 
2011001214;2011;0;         ;12;14h às 15h;4;Quarta-feira 
2011001215;2011;0;         ;12;15h às 16h;4;Quarta-feira 
2011001216;2011;0;         ;12;16h às 17h;4;Quarta-feira 
2011001217;2011;0;         ;12;17h às 18h;4;Quarta-feira 
2011001218;2011;0;         ;12;18h às 19h;4;Quarta-feira 
2011001219;2011;0;         ;12;19h às 20h;4;Quarta-feira 
2011001220;2011;0;         ;12;20h às 21h;4;Quarta-feira 
2011001221;2011;0;         ;12;21h às 22h;4;Quarta-feira 
2011001222;2011;0;         ;12;22h às 23h;4;Quarta-feira 
2011001306;2011;0;         ;13;06h às 07h;5;Quinta-feira 
2011001307;2011;0;         ;13;07h às 08h;5;Quinta-feira 
2011001308;2011;0;         ;13;08h às 09h;5;Quinta-feira 
2011001309;2011;0;         ;13;09h às 10h;5;Quinta-feira 
2011001310;2011;0;         ;13;10h às 11h;5;Quinta-feira 
2011001311;2011;0;         ;13;11h às 12h;5;Quinta-feira 
2011001312;2011;0;         ;13;12h às 13h;5;Quinta-feira 
2011001313;2011;0;         ;13;13h às 14h;5;Quinta-feira 
2011001314;2011;0;         ;13;14h às 15h;5;Quinta-feira 
2011001315;2011;0;         ;13;15h às 16h;5;Quinta-feira 
2011001316;2011;0;         ;13;16h às 17h;5;Quinta-feira 
2011001317;2011;0;         ;13;17h às 18h;5;Quinta-feira 
2011001318;2011;0;         ;13;18h às 19h;5;Quinta-feira 
2011001319;2011;0;         ;13;19h às 20h;5;Quinta-feira 
2011001320;2011;0;         ;13;20h às 21h;5;Quinta-feira 
2011001321;2011;0;         ;13;21h às 22h;5;Quinta-feira 
2011001322;2011;0;         ;13;22h às 23h;5;Quinta-feira 
2011001323;2011;0;         ;13;23h às 24h;5;Quinta-feira 
2011001400;2011;0;         ;14;00h à  01h;6;Sexta-feira  
2011001401;2011;0;         ;14;01h às 02h;6;Sexta-feira  
2011001403;2011;0;         ;14;03h às 04h;6;Sexta-feira  
2011001406;2011;0;         ;14;06h às 07h;6;Sexta-feira  
2011001407;2011;0;         ;14;07h às 08h;6;Sexta-feira  
2011001408;2011;0;         ;14;08h às 09h;6;Sexta-feira  
2011001409;2011;0;         ;14;09h às 10h;6;Sexta-feira  
2011001410;2011;0;         ;14;10h às 11h;6;Sexta-feira  
2011001411;2011;0;         ;14;11h às 12h;6;Sexta-feira  
2011001412;2011;0;         ;14;12h às 13h;6;Sexta-feira  
2011001413;2011;0;         ;14;13h às 14h;6;Sexta-feira  
2011001414;2011;0;         ;14;14h às 15h;6;Sexta-feira  
2011001415;2011;0;         ;14;15h às 16h;6;Sexta-feira  
2011001416;2011;0;         ;14;16h às 17h;6;Sexta-feira  
2011001417;2011;0;         ;14;17h às 18h;6;Sexta-feira  
2011001418;2011;0;         ;14;18h às 19h;6;Sexta-feira  
2011001419;2011;0;         ;14;19h às 20h;6;Sexta-feira  
2011001420;2011;0;         ;14;20h às 21h;6;Sexta-feira  
2011001421;2011;0;         ;14;21h às 22h;6;Sexta-feira  
2011001422;2011;0;         ;14;22h às 23h;6;Sexta-feira  
2011001423;2011;0;         ;14;23h às 24h;6;Sexta-feira  
2011001500;2011;0;         ;15;00h à  01h;7;Sábado      
2011001501;2011;0;         ;15;01h às 02h;7;Sábado      
2011001502;2011;0;         ;15;02h às 03h;7;Sábado      
2011001503;2011;0;         ;15;03h às 04h;7;Sábado      
2011001506;2011;0;         ;15;06h às 07h;7;Sábado      
2011001508;2011;0;         ;15;08h às 09h;7;Sábado      
2011001511;2011;0;         ;15;11h às 12h;7;Sábado      
2011001512;2011;0;         ;15;12h às 13h;7;Sábado      
2011001513;2011;0;         ;15;13h às 14h;7;Sábado      
2011001515;2011;0;         ;15;15h às 16h;7;Sábado      
2011001516;2011;0;         ;15;16h às 17h;7;Sábado      
2011001517;2011;0;         ;15;17h às 18h;7;Sábado      
2011001520;2011;0;         ;15;20h às 21h;7;Sábado      
2011001521;2011;0;         ;15;21h às 22h;7;Sábado      
2011001523;2011;0;         ;15;23h às 24h;7;Sábado      
2011001601;2011;0;         ;16;01h às 02h;1;Domingo      
2011001603;2011;0;         ;16;03h às 04h;1;Domingo      
2011001604;2011;0;         ;16;04h às 05h;1;Domingo      
2011001605;2011;0;         ;16;05h às 06h;1;Domingo      
2011001606;2011;0;         ;16;06h às 07h;1;Domingo      
2011001607;2011;0;         ;16;07h às 08h;1;Domingo      
2011001609;2011;0;         ;16;09h às 10h;1;Domingo      
2011001610;2011;0;         ;16;10h às 11h;1;Domingo      
2011001611;2011;0;         ;16;11h às 12h;1;Domingo      
2011001612;2011;0;         ;16;12h às 13h;1;Domingo      
2011001613;2011;0;         ;16;13h às 14h;1;Domingo      
2011001614;2011;0;         ;16;14h às 15h;1;Domingo      
2011001615;2011;0;         ;16;15h às 16h;1;Domingo      
2011001616;2011;0;         ;16;16h às 17h;1;Domingo      
2011001617;2011;0;         ;16;17h às 18h;1;Domingo      
2011001618;2011;0;         ;16;18h às 19h;1;Domingo      
2011001619;2011;0;         ;16;19h às 20h;1;Domingo      
2011001620;2011;0;         ;16;20h às 21h;1;Domingo      
2011001621;2011;0;         ;16;21h às 22h;1;Domingo      
2011001622;2011;0;         ;16;22h às 23h;1;Domingo      
2011001623;2011;0;         ;16;23h às 24h;1;Domingo      
2011001700;2011;0;         ;17;00h à  01h;2;Segunda-feira
2011001706;2011;0;         ;17;06h às 07h;2;Segunda-feira
2011001707;2011;0;         ;17;07h às 08h;2;Segunda-feira
2011001708;2011;0;         ;17;08h às 09h;2;Segunda-feira
2011001709;2011;0;         ;17;09h às 10h;2;Segunda-feira
2011001710;2011;0;         ;17;10h às 11h;2;Segunda-feira
2011001711;2011;0;         ;17;11h às 12h;2;Segunda-feira
2011001712;2011;0;         ;17;12h às 13h;2;Segunda-feira
2011001713;2011;0;         ;17;13h às 14h;2;Segunda-feira
2011001715;2011;0;         ;17;15h às 16h;2;Segunda-feira
2011001716;2011;0;         ;17;16h às 17h;2;Segunda-feira
2011001717;2011;0;         ;17;17h às 18h;2;Segunda-feira
2011001718;2011;0;         ;17;18h às 19h;2;Segunda-feira
2011001719;2011;0;         ;17;19h às 20h;2;Segunda-feira
2011001721;2011;0;         ;17;21h às 22h;2;Segunda-feira
2011001805;2011;0;         ;18;05h às 06h;3;Terça-feira 
2011001807;2011;0;         ;18;07h às 08h;3;Terça-feira 
2011001808;2011;0;         ;18;08h às 09h;3;Terça-feira 
2011001809;2011;0;         ;18;09h às 10h;3;Terça-feira 
2011001810;2011;0;         ;18;10h às 11h;3;Terça-feira 
2011001811;2011;0;         ;18;11h às 12h;3;Terça-feira 
2011001812;2011;0;         ;18;12h às 13h;3;Terça-feira 
2011001813;2011;0;         ;18;13h às 14h;3;Terça-feira 
2011001814;2011;0;         ;18;14h às 15h;3;Terça-feira 
2011001815;2011;0;         ;18;15h às 16h;3;Terça-feira 
2011001816;2011;0;         ;18;16h às 17h;3;Terça-feira 
2011001817;2011;0;         ;18;17h às 18h;3;Terça-feira 
2011001818;2011;0;         ;18;18h às 19h;3;Terça-feira 
2011001819;2011;0;         ;18;19h às 20h;3;Terça-feira 
2011001820;2011;0;         ;18;20h às 21h;3;Terça-feira 
2011001906;2011;0;         ;19;06h às 07h;4;Quarta-feira 
2011001908;2011;0;         ;19;08h às 09h;4;Quarta-feira 
2011001909;2011;0;         ;19;09h às 10h;4;Quarta-feira 
2011001910;2011;0;         ;19;10h às 11h;4;Quarta-feira 
2011001911;2011;0;         ;19;11h às 12h;4;Quarta-feira 
2011001912;2011;0;         ;19;12h às 13h;4;Quarta-feira 
2011001913;2011;0;         ;19;13h às 14h;4;Quarta-feira 
2011001914;2011;0;         ;19;14h às 15h;4;Quarta-feira 
2011001916;2011;0;         ;19;16h às 17h;4;Quarta-feira 
2011001917;2011;0;         ;19;17h às 18h;4;Quarta-feira 
2011001918;2011;0;         ;19;18h às 19h;4;Quarta-feira 
2011001919;2011;0;         ;19;19h às 20h;4;Quarta-feira 
2011001920;2011;0;         ;19;20h às 21h;4;Quarta-feira 
2011001921;2011;0;         ;19;21h às 22h;4;Quarta-feira 
2011001922;2011;0;         ;19;22h às 23h;4;Quarta-feira 
2011002000;2011;0;         ;20;00h à  01h;5;Quinta-feira 
2011002006;2011;0;         ;20;06h às 07h;5;Quinta-feira 
2011002007;2011;0;         ;20;07h às 08h;5;Quinta-feira 
2011002008;2011;0;         ;20;08h às 09h;5;Quinta-feira 
2011002009;2011;0;         ;20;09h às 10h;5;Quinta-feira 
2011002010;2011;0;         ;20;10h às 11h;5;Quinta-feira 
2011002011;2011;0;         ;20;11h às 12h;5;Quinta-feira 
2011002012;2011;0;         ;20;12h às 13h;5;Quinta-feira 
2011002014;2011;0;         ;20;14h às 15h;5;Quinta-feira 
2011002015;2011;0;         ;20;15h às 16h;5;Quinta-feira 
2011002016;2011;0;         ;20;16h às 17h;5;Quinta-feira 
2011002017;2011;0;         ;20;17h às 18h;5;Quinta-feira 
2011002018;2011;0;         ;20;18h às 19h;5;Quinta-feira 
2011002019;2011;0;         ;20;19h às 20h;5;Quinta-feira 
2011002020;2011;0;         ;20;20h às 21h;5;Quinta-feira 
2011002021;2011;0;         ;20;21h às 22h;5;Quinta-feira 
2011002023;2011;0;         ;20;23h às 24h;5;Quinta-feira 
2011002100;2011;0;         ;21;00h à  01h;6;Sexta-feira  
2011002101;2011;0;         ;21;01h às 02h;6;Sexta-feira  
2011002102;2011;0;         ;21;02h às 03h;6;Sexta-feira  
2011002103;2011;0;         ;21;03h às 04h;6;Sexta-feira  
2011002104;2011;0;         ;21;04h às 05h;6;Sexta-feira  
2011002105;2011;0;         ;21;05h às 06h;6;Sexta-feira  
2011002108;2011;0;         ;21;08h às 09h;6;Sexta-feira  
2011002109;2011;0;         ;21;09h às 10h;6;Sexta-feira  
2011002110;2011;0;         ;21;10h às 11h;6;Sexta-feira  
2011002111;2011;0;         ;21;11h às 12h;6;Sexta-feira  
2011002112;2011;0;         ;21;12h às 13h;6;Sexta-feira  
2011002113;2011;0;         ;21;13h às 14h;6;Sexta-feira  
2011002114;2011;0;         ;21;14h às 15h;6;Sexta-feira  
2011002115;2011;0;         ;21;15h às 16h;6;Sexta-feira  
2011002116;2011;0;         ;21;16h às 17h;6;Sexta-feira  
2011002117;2011;0;         ;21;17h às 18h;6;Sexta-feira  
2011002118;2011;0;         ;21;18h às 19h;6;Sexta-feira  
2011002119;2011;0;         ;21;19h às 20h;6;Sexta-feira  
2011002120;2011;0;         ;21;20h às 21h;6;Sexta-feira  
2011002121;2011;0;         ;21;21h às 22h;6;Sexta-feira  
2011002122;2011;0;         ;21;22h às 23h;6;Sexta-feira  
2011002123;2011;0;         ;21;23h às 24h;6;Sexta-feira  
2011002200;2011;0;         ;22;00h à  01h;7;Sábado      
2011002201;2011;0;         ;22;01h às 02h;7;Sábado      
2011002203;2011;0;         ;22;03h às 04h;7;Sábado      
2011002204;2011;0;         ;22;04h às 05h;7;Sábado      
2011002205;2011;0;         ;22;05h às 06h;7;Sábado      
2011002206;2011;0;         ;22;06h às 07h;7;Sábado      
2011002208;2011;0;         ;22;08h às 09h;7;Sábado      
2011002209;2011;0;         ;22;09h às 10h;7;Sábado      
2011002210;2011;0;         ;22;10h às 11h;7;Sábado      
2011002211;2011;0;         ;22;11h às 12h;7;Sábado      
2011002212;2011;0;         ;22;12h às 13h;7;Sábado      
2011002213;2011;0;         ;22;13h às 14h;7;Sábado      
2011002214;2011;0;         ;22;14h às 15h;7;Sábado      
2011002215;2011;0;         ;22;15h às 16h;7;Sábado      
2011002216;2011;0;         ;22;16h às 17h;7;Sábado      
2011002217;2011;0;         ;22;17h às 18h;7;Sábado      
2011002218;2011;0;         ;22;18h às 19h;7;Sábado      
2011002219;2011;0;         ;22;19h às 20h;7;Sábado      
2011002220;2011;0;         ;22;20h às 21h;7;Sábado      
2011002221;2011;0;         ;22;21h às 22h;7;Sábado      
2011002222;2011;0;         ;22;22h às 23h;7;Sábado      
2011002223;2011;0;         ;22;23h às 24h;7;Sábado      
2011002300;2011;0;         ;23;00h à  01h;1;Domingo      
2011002302;2011;0;         ;23;02h às 03h;1;Domingo      
2011002303;2011;0;         ;23;03h às 04h;1;Domingo      
2011002304;2011;0;         ;23;04h às 05h;1;Domingo      
2011002306;2011;0;         ;23;06h às 07h;1;Domingo      
2011002307;2011;0;         ;23;07h às 08h;1;Domingo      
2011002310;2011;0;         ;23;10h às 11h;1;Domingo      
2011002311;2011;0;         ;23;11h às 12h;1;Domingo      
2011002312;2011;0;         ;23;12h às 13h;1;Domingo      
2011002313;2011;0;         ;23;13h às 14h;1;Domingo      
2011002314;2011;0;         ;23;14h às 15h;1;Domingo      
2011002315;2011;0;         ;23;15h às 16h;1;Domingo      
2011002316;2011;0;         ;23;16h às 17h;1;Domingo      
2011002317;2011;0;         ;23;17h às 18h;1;Domingo      
2011002318;2011;0;         ;23;18h às 19h;1;Domingo      
2011002319;2011;0;         ;23;19h às 20h;1;Domingo      
2011002320;2011;0;         ;23;20h às 21h;1;Domingo      
2011002321;2011;0;         ;23;21h às 22h;1;Domingo      
2011002322;2011;0;         ;23;22h às 23h;1;Domingo      
2011002323;2011;0;         ;23;23h às 24h;1;Domingo      
2011002401;2011;0;         ;24;01h às 02h;2;Segunda-feira
2011002404;2011;0;         ;24;04h às 05h;2;Segunda-feira
2011002407;2011;0;         ;24;07h às 08h;2;Segunda-feira
2011002408;2011;0;         ;24;08h às 09h;2;Segunda-feira
2011002410;2011;0;         ;24;10h às 11h;2;Segunda-feira
2011002411;2011;0;         ;24;11h às 12h;2;Segunda-feira
2011002412;2011;0;         ;24;12h às 13h;2;Segunda-feira
2011002414;2011;0;         ;24;14h às 15h;2;Segunda-feira
2011002415;2011;0;         ;24;15h às 16h;2;Segunda-feira
2011002416;2011;0;         ;24;16h às 17h;2;Segunda-feira
2011002417;2011;0;         ;24;17h às 18h;2;Segunda-feira
2011002418;2011;0;         ;24;18h às 19h;2;Segunda-feira
2011002419;2011;0;         ;24;19h às 20h;2;Segunda-feira
2011002422;2011;0;         ;24;22h às 23h;2;Segunda-feira
2011002423;2011;0;         ;24;23h às 24h;2;Segunda-feira
2011002500;2011;0;         ;25;00h à  01h;3;Terça-feira 
2011002501;2011;0;         ;25;01h às 02h;3;Terça-feira 
2011002504;2011;0;         ;25;04h às 05h;3;Terça-feira 
2011002506;2011;0;         ;25;06h às 07h;3;Terça-feira 
2011002507;2011;0;         ;25;07h às 08h;3;Terça-feira 
2011002508;2011;0;         ;25;08h às 09h;3;Terça-feira 
2011002509;2011;0;         ;25;09h às 10h;3;Terça-feira 
2011002511;2011;0;         ;25;11h às 12h;3;Terça-feira 
2011002512;2011;0;         ;25;12h às 13h;3;Terça-feira 
2011002513;2011;0;         ;25;13h às 14h;3;Terça-feira 
2011002514;2011;0;         ;25;14h às 15h;3;Terça-feira 
2011002515;2011;0;         ;25;15h às 16h;3;Terça-feira 
2011002516;2011;0;         ;25;16h às 17h;3;Terça-feira 
2011002517;2011;0;         ;25;17h às 18h;3;Terça-feira 
2011002518;2011;0;         ;25;18h às 19h;3;Terça-feira 
2011002519;2011;0;         ;25;19h às 20h;3;Terça-feira 
2011002520;2011;0;         ;25;20h às 21h;3;Terça-feira 
2011002521;2011;0;         ;25;21h às 22h;3;Terça-feira 
2011002600;2011;0;         ;26;00h à  01h;4;Quarta-feira 
2011002601;2011;0;         ;26;01h às 02h;4;Quarta-feira 
