boletim_pk;hora
1156;9.15
1157;4.0666666667
1158;9.15
1159;16.2666666667
1160;8.1333333333
1161;15.25
1162;17.2833333333
1163;18.3
1164;16.2666666667
1165;14.2333333333
1166;17.2833333333
1167;9.15
1168;10.1666666667
1169;18.3
1170;19.3166666667
1171;17.2833333333
1172;6.1
1173;10.1666666667
1174;18.3
1175;7.1166666667
1176;15.25
1177;7.1166666667
1178;19.3166666667
1179;10.1666666667
1180;17.2833333333
1181;20.3333333333
1182;18.3
1183;10.1666666667
1184;15.25
1185;14.2333333333
1186;19.3166666667
1187;10.1666666667
1188;10.1666666667
1189;13.2166666667
1190;17.2833333333
1191;8.1333333333
1192;11.1833333333
1193;23.3833333333
1194;15.25
1195;15.25
1196;19.3166666667
1197;23.3833333333
1198;17.2833333333
1199;3.05
1200;0.0
1201;10.1666666667
1202;17.2833333333
1203;21.35
1204;19.3166666667
1205;18.3
1206;15.25
1207;18.3
1208;16.2666666667
1209;12.2
1210;18.3
1211;16.2666666667
1212;15.25
1213;21.35
1214;17.2833333333
1215;18.3
1216;18.3
1217;21.35
1218;12.2
1219;12.2
1220;23.3833333333
1221;18.3
1222;12.2
1223;5.0833333333
1224;11.1833333333
1225;11.1833333333
1226;14.2333333333
1227;11.1833333333
1228;17.2833333333
1229;7.1166666667
1230;12.2
1231;12.2
1232;6.1
1233;7.1166666667
1234;11.1833333333
1235;19.3166666667
1236;19.3166666667
1237;23.3833333333
1238;17.2833333333
1239;11.1833333333
1240;13.2166666667
1241;22.3666666667
1242;21.35
1243;16.2666666667
1244;0.0
1245;17.2833333333
1246;8.1333333333
1247;20.3333333333
1248;21.35
1249;23.3833333333
1250;0.0
1251;19.3166666667
1252;19.3166666667
1253;19.3166666667
1254;13.2166666667
1255;2.0333333333
1256;21.35
1257;18.3
1258;4.0666666667
1259;19.3166666667
1260;14.2333333333
1261;22.3666666667
1262;6.1
1263;8.1333333333
1264;7.1166666667
1265;9.15
1266;19.3166666667
1267;10.1666666667
1268;23.3833333333
1269;23.3833333333
1270;13.2166666667
1271;13.2166666667
1272;7.1166666667
1273;17.2833333333
1274;0.0
1275;20.3333333333
1276;13.2166666667
1277;0.0
1278;15.25
1279;9.15
1280;7.1166666667
1281;2.0333333333
1282;0.0
1283;22.3666666667
1284;16.2666666667
1285;15.25
1286;8.1333333333
1287;3.05
1288;10.1666666667
1289;15.25
1290;18.3
1291;8.1333333333
1292;15.25
1293;16.2666666667
1294;15.25
1295;17.2833333333
1296;13.2166666667
1297;3.05
1298;16.2666666667
1299;12.2
1300;16.2666666667
1301;7.1166666667
1302;16.2666666667
1303;10.1666666667
1304;7.1166666667
1305;16.2666666667
1306;12.2
1307;17.2833333333
1308;17.2833333333
1309;12.2
1310;7.1166666667
1311;8.1333333333
1312;16.2666666667
1313;19.3166666667
1314;8.1333333333
1315;17.2833333333
1316;7.1166666667
1317;17.2833333333
1318;17.2833333333
1319;12.2
1320;10.1666666667
1321;13.2166666667
1322;8.1333333333
1323;11.1833333333
1324;17.2833333333
1325;11.1833333333
1326;17.2833333333
1327;12.2
1328;13.2166666667
1329;20.3333333333
1330;13.2166666667
1331;10.1666666667
1332;11.1833333333
1333;20.3333333333
1334;19.3166666667
1335;12.2
1336;19.3166666667
1337;20.3333333333
1338;17.2833333333
1339;13.2166666667
1340;18.3
1341;14.2333333333
1342;13.2166666667
1343;17.2833333333
1344;9.15
1345;13.2166666667
1346;14.2333333333
1347;14.2333333333
1348;8.1333333333
1349;15.25
1350;13.2166666667
1351;10.1666666667
1352;12.2
1353;17.2833333333
1354;14.2333333333
1355;11.1833333333
1356;22.3666666667
1357;14.2333333333
1358;9.15
1359;9.15
1360;10.1666666667
1361;6.1
1362;11.1833333333
1363;18.3
1364;12.2
1365;17.2833333333
1366;19.3166666667
1367;0.0
1368;11.1833333333
1369;23.3833333333
1370;14.2333333333
1371;11.1833333333
1372;13.2166666667
1373;8.1333333333
1374;17.2833333333
1375;5.0833333333
1376;1.0166666667
1377;16.2666666667
1378;13.2166666667
1379;13.2166666667
1380;15.25
1381;18.3
1382;21.35
1383;7.1166666667
1384;7.1166666667
1385;7.1166666667
1386;8.1333333333
1387;15.25
1388;6.1
1389;7.1166666667
1390;19.3166666667
1391;8.1333333333
1392;8.1333333333
1393;18.3
1394;19.3166666667
1395;16.2666666667
1396;15.25
1397;19.3166666667
1398;14.2333333333
1399;13.2166666667
1400;7.1166666667
1401;9.15
1402;12.2
1403;7.1166666667
1404;19.3166666667
1405;15.25
1406;6.1
1407;11.1833333333
1408;12.2
1409;8.1333333333
1410;13.2166666667
1411;13.2166666667
1412;14.2333333333
1413;15.25
1414;21.35
1415;15.25
1416;12.2
1417;9.15
1418;14.2333333333
1419;7.1166666667
1420;16.2666666667
1421;16.2666666667
1422;19.3166666667
1423;22.3666666667
1424;17.2833333333
1425;10.1666666667
1426;17.2833333333
1427;7.1166666667
1428;22.3666666667
1429;21.35
1430;10.1666666667
1431;6.1
1432;14.2333333333
1433;17.2833333333
1434;13.2166666667
1435;16.2666666667
1436;1.0166666667
1437;16.2666666667
1438;22.3666666667
1439;18.3
1440;18.3
1441;19.3166666667
1442;18.3
1443;18.3
1444;17.2833333333
1445;18.3
1446;14.2333333333
1447;17.2833333333
1448;11.1833333333
1449;18.3
1450;11.1833333333
1451;18.3
1452;6.1
1453;13.2166666667
1454;18.3
1455;6.1
1456;19.3166666667
1457;11.1833333333
1458;12.2
1459;13.2166666667
1460;13.2166666667
1461;20.3333333333
1462;12.2
1463;12.2
1464;7.1166666667
1465;16.2666666667
1466;15.25
1467;18.3
1468;20.3333333333
1469;8.1333333333
1470;14.2333333333
1471;20.3333333333
1472;21.35
1473;22.3666666667
1474;19.3166666667
1475;19.3166666667
1476;17.2833333333
1477;19.3166666667
1478;22.3666666667
1479;13.2166666667
1480;11.1833333333
1481;20.3333333333
1482;22.3666666667
1483;15.25
1484;14.2333333333
1485;21.35
1486;13.2166666667
1487;15.25
1488;0.0
1489;16.2666666667
1490;15.25
1491;15.25
1492;0.0
1493;17.2833333333
1494;7.1166666667
1495;15.25
1496;6.1
1497;9.15
1498;7.1166666667
1499;15.25
1500;6.1
1501;8.1333333333
1502;8.1333333333
1503;8.1333333333
1504;17.2833333333
1505;8.1333333333
1506;17.2833333333
1507;17.2833333333
1508;18.3
1509;17.2833333333
1510;16.2666666667
1511;17.2833333333
1512;7.1166666667
1513;23.3833333333
1514;17.2833333333
1515;7.1166666667
1516;15.25
1517;7.1166666667
1518;17.2833333333
1519;19.3166666667
1520;15.25
1521;7.1166666667
1522;18.3
1523;8.1333333333
1524;18.3
1525;18.3
1526;10.1666666667
1527;19.3166666667
1528;19.3166666667
1529;7.1166666667
1530;8.1333333333
1531;19.3166666667
1532;8.1333333333
1533;19.3166666667
1534;9.15
1535;19.3166666667
1536;8.1333333333
1537;18.3
1538;20.3333333333
1539;19.3166666667
1540;19.3166666667
1541;21.35
1542;18.3
1543;21.35
1544;14.2333333333
1545;13.2166666667
1546;11.1833333333
1547;11.1833333333
1548;10.1666666667
1549;18.3
1550;10.1666666667
1551;8.1333333333
1552;12.2
1553;19.3166666667
1554;13.2166666667
1555;22.3666666667
1556;10.1666666667
1557;1.0166666667
1558;11.1833333333
1559;21.35
1560;23.3833333333
1561;0.0
1562;0.0
1563;0.0
1564;1.0166666667
1565;11.1833333333
1566;4.0666666667
1567;12.2
1568;23.3833333333
1569;10.1666666667
1570;11.1833333333
1571;14.2333333333
1572;7.1166666667
1573;16.2666666667
1574;10.1666666667
1575;7.1166666667
1576;7.1166666667
1577;6.1
1578;7.1166666667
1579;7.1166666667
1580;22.3666666667
1581;6.1
1582;8.1333333333
1583;21.35
1584;9.15
1585;11.1833333333
1586;14.2333333333
1587;8.1333333333
1588;13.2166666667
1589;12.2
1590;20.3333333333
1591;13.2166666667
1592;15.25
1593;9.15
1594;13.2166666667
1595;9.15
1596;14.2333333333
1597;8.1333333333
1598;8.1333333333
1599;7.1166666667
1600;12.2
1601;10.1666666667
1602;13.2166666667
1603;11.1833333333
1604;14.2333333333
1605;12.2
1606;12.2
1607;8.1333333333
1608;17.2833333333
1609;13.2166666667
1610;19.3166666667
1611;23.3833333333
1612;10.1666666667
1613;6.1
1614;16.2666666667
1615;15.25
1616;11.1833333333
1617;7.1166666667
1618;7.1166666667
1619;15.25
1620;16.2666666667
1621;11.1833333333
1622;11.1833333333
1623;10.1666666667
1624;10.1666666667
1625;11.1833333333
1626;12.2
1627;15.25
1628;17.2833333333
1629;6.1
1630;15.25
1631;11.1833333333
1632;10.1666666667
1633;15.25
1634;12.2
1635;10.1666666667
1636;17.2833333333
1637;15.25
1638;17.2833333333
1639;5.0833333333
1640;13.2166666667
1641;9.15
1642;17.2833333333
1643;19.3166666667
1644;19.3166666667
1645;18.3
1646;14.2333333333
1647;12.2
1648;13.2166666667
1649;17.2833333333
1650;19.3166666667
1651;19.3166666667
1652;20.3333333333
1653;7.1166666667
1654;19.3166666667
1655;16.2666666667
1656;16.2666666667
1657;11.1833333333
1658;15.25
1659;18.3
1660;18.3
1661;13.2166666667
