boletim_pk;hora
46586;22.3666666667
46587;1.0166666667
46588;22.3666666667
46589;0.0
46590;2.0333333333
46591;0.0
46592;2.0333333333
46593;4.0666666667
46594;6.1
46595;18.3
46596;7.1166666667
46597;19.3166666667
46598;8.1333333333
46599;10.1666666667
46600;10.1666666667
46601;11.1833333333
46602;12.2
46603;3.05
46604;12.2
46605;11.1833333333
46606;14.2333333333
46607;15.25
46608;15.25
46609;5.0833333333
46610;20.3333333333
46611;12.2
46612;17.2833333333
46613;17.2833333333
46614;17.2833333333
46615;18.3
46616;19.3166666667
46617;18.3
46618;0.0
46619;23.3833333333
46620;0.0
46621;0.0
46622;7.1166666667
46623;6.1
46624;5.0833333333
46625;7.1166666667
46626;5.0833333333
46627;15.25
46628;9.15
46629;9.15
46630;22.3666666667
46631;10.1666666667
46632;10.1666666667
46633;16.2666666667
46634;14.2333333333
46635;13.2166666667
46636;0.0
46637;15.25
46638;4.0666666667
46639;14.2333333333
46640;15.25
46641;10.1666666667
46642;13.2166666667
46643;16.2666666667
46644;17.2833333333
46645;16.2666666667
46646;15.25
46647;17.2833333333
46648;16.2666666667
46649;17.2833333333
46650;20.3333333333
46651;19.3166666667
46652;16.2666666667
46653;17.2833333333
46654;15.25
46655;20.3333333333
46656;6.1
46657;8.1333333333
46658;7.1166666667
46659;8.1333333333
46660;6.1
46661;15.25
46662;8.1333333333
46663;10.1666666667
46664;9.15
46665;7.1166666667
46666;6.1
46667;10.1666666667
46668;10.1666666667
46669;9.15
46670;18.3
46671;12.2
46672;13.2166666667
46673;9.15
46674;16.2666666667
46675;18.3
46676;16.2666666667
46677;16.2666666667
46678;17.2833333333
46679;19.3166666667
46680;17.2833333333
46681;16.2666666667
46682;19.3166666667
46683;17.2833333333
46684;20.3333333333
46685;18.3
46686;19.3166666667
46687;19.3166666667
46688;19.3166666667
46689;17.2833333333
46690;19.3166666667
46691;21.35
46692;22.3666666667
46693;18.3
46694;23.3833333333
46695;23.3833333333
46696;21.35
46697;1.0166666667
46698;6.1
46699;11.1833333333
46700;6.1
46701;7.1166666667
46702;6.1
46703;7.1166666667
46704;6.1
46705;7.1166666667
46706;9.15
46707;9.15
46708;8.1333333333
46709;10.1666666667
46710;10.1666666667
46711;11.1833333333
46712;11.1833333333
46713;11.1833333333
46714;12.2
46715;12.2
46716;12.2
46717;12.2
46718;13.2166666667
46719;12.2
46720;11.1833333333
46721;14.2333333333
46722;15.25
46723;9.15
46724;15.25
46725;17.2833333333
46726;18.3
46727;18.3
46728;18.3
46729;18.3
46730;18.3
46731;19.3166666667
46732;18.3
46733;19.3166666667
46734;20.3333333333
46735;0.0
46736;1.0166666667
46737;2.0333333333
46738;7.1166666667
46739;7.1166666667
46740;7.1166666667
46741;8.1333333333
46742;8.1333333333
46743;9.15
46744;9.15
46745;7.1166666667
46746;8.1333333333
46747;12.2
46748;11.1833333333
46749;11.1833333333
46750;12.2
46751;10.1666666667
46752;11.1833333333
46753;14.2333333333
46754;12.2
46755;15.25
46756;15.25
46757;15.25
46758;17.2833333333
46759;14.2333333333
46760;16.2666666667
46761;17.2833333333
46762;20.3333333333
46763;18.3
46764;19.3166666667
46765;17.2833333333
46766;20.3333333333
46767;19.3166666667
46768;21.35
46769;20.3333333333
46770;22.3666666667
46771;19.3166666667
46772;1.0166666667
46773;22.3666666667
46774;20.3333333333
46775;23.3833333333
46776;19.3166666667
46777;10.1666666667
46778;15.25
46779;9.15
46780;16.2666666667
46781;13.2166666667
46782;14.2333333333
46783;19.3166666667
46784;20.3333333333
46785;22.3666666667
46786;22.3666666667
46787;22.3666666667
46788;5.0833333333
46789;7.1166666667
46790;6.1
46791;9.15
46792;9.15
46793;9.15
46794;10.1666666667
46795;11.1833333333
46796;11.1833333333
46797;13.2166666667
46798;13.2166666667
46799;15.25
46800;12.2
46801;15.25
46802;9.15
46803;17.2833333333
46804;16.2666666667
46805;16.2666666667
46806;16.2666666667
46807;17.2833333333
46808;18.3
46809;22.3666666667
46810;22.3666666667
46811;21.35
46812;12.2
46813;0.0
46814;23.3833333333
46815;5.0833333333
46816;4.0666666667
46817;6.1
46818;9.15
46819;11.1833333333
46820;14.2333333333
46821;16.2666666667
46822;14.2333333333
46823;16.2666666667
46824;16.2666666667
46825;16.2666666667
46826;19.3166666667
46827;20.3333333333
46828;18.3
46829;18.3
46830;20.3333333333
46831;22.3666666667
46832;23.3833333333
46833;22.3666666667
46834;0.0
46835;23.3833333333
46836;0.0
46837;6.1
46838;8.1333333333
46839;8.1333333333
46840;7.1166666667
46841;7.1166666667
46842;20.3333333333
46843;8.1333333333
46844;7.1166666667
46845;7.1166666667
46846;6.1
46847;8.1333333333
46848;8.1333333333
46849;6.1
46850;8.1333333333
46851;12.2
46852;9.15
46853;9.15
46854;7.1166666667
46855;8.1333333333
46856;7.1166666667
46857;12.2
46858;8.1333333333
46859;11.1833333333
46860;10.1666666667
46861;12.2
46862;11.1833333333
46863;12.2
46864;13.2166666667
46865;8.1333333333
46866;12.2
46867;14.2333333333
46868;7.1166666667
46869;16.2666666667
46870;8.1333333333
46871;15.25
46872;15.25
46873;17.2833333333
46874;17.2833333333
46875;18.3
46876;18.3
46877;20.3333333333
46878;19.3166666667
46879;20.3333333333
46880;20.3333333333
46881;18.3
46882;22.3666666667
46883;19.3166666667
46884;20.3333333333
46885;5.0833333333
46886;7.1166666667
46887;6.1
46888;7.1166666667
46889;20.3333333333
46890;8.1333333333
46891;9.15
46892;8.1333333333
46893;8.1333333333
46894;7.1166666667
46895;13.2166666667
46896;13.2166666667
46897;22.3666666667
46898;12.2
46899;12.2
46900;11.1833333333
46901;13.2166666667
46902;11.1833333333
46903;13.2166666667
46904;13.2166666667
46905;14.2333333333
46906;15.25
46907;15.25
46908;15.25
46909;10.1666666667
46910;12.2
46911;16.2666666667
46912;15.25
46913;15.25
46914;18.3
46915;16.2666666667
46916;19.3166666667
46917;15.25
46918;18.3
46919;19.3166666667
46920;20.3333333333
46921;20.3333333333
46922;20.3333333333
46923;22.3666666667
46924;23.3833333333
46925;17.2833333333
46926;7.1166666667
46927;1.0166666667
46928;7.1166666667
46929;10.1666666667
46930;11.1833333333
46931;11.1833333333
46932;13.2166666667
46933;12.2
46934;13.2166666667
46935;11.1833333333
46936;14.2333333333
46937;7.1166666667
46938;15.25
46939;15.25
46940;15.25
46941;17.2833333333
46942;14.2333333333
46943;16.2666666667
46944;19.3166666667
46945;16.2666666667
46946;16.2666666667
46947;19.3166666667
46948;19.3166666667
46949;18.3
46950;19.3166666667
46951;18.3
46952;18.3
46953;18.3
46954;23.3833333333
46955;2.0333333333
46956;4.0666666667
46957;18.3
46958;7.1166666667
46959;8.1333333333
46960;8.1333333333
46961;19.3166666667
46962;9.15
46963;10.1666666667
46964;8.1333333333
46965;9.15
46966;8.1333333333
46967;11.1833333333
46968;7.1166666667
46969;10.1666666667
46970;10.1666666667
46971;11.1833333333
46972;12.2
46973;9.15
46974;21.35
46975;13.2166666667
46976;12.2
46977;10.1666666667
46978;10.1666666667
46979;15.25
46980;13.2166666667
46981;14.2333333333
46982;15.25
46983;16.2666666667
46984;15.25
46985;17.2833333333
46986;15.25
46987;14.2333333333
46988;16.2666666667
46989;18.3
46990;18.3
46991;18.3
46992;19.3166666667
46993;19.3166666667
46994;8.1333333333
46995;17.2833333333
46996;19.3166666667
46997;19.3166666667
46998;18.3
46999;22.3666666667
47000;21.35
47001;21.35
47002;21.35
47003;22.3666666667
47004;21.35
47005;23.3833333333
47006;22.3666666667
47007;21.35
47008;8.1333333333
47009;19.3166666667
47010;12.2
47011;14.2333333333
47012;16.2666666667
47013;14.2333333333
47014;16.2666666667
47015;15.25
47016;15.25
47017;20.3333333333
47018;21.35
47019;22.3666666667
47020;22.3666666667
47021;23.3833333333
47022;23.3833333333
47023;3.05
47024;3.05
47025;5.0833333333
47026;8.1333333333
47027;9.15
47028;5.0833333333
47029;12.2
47030;12.2
47031;13.2166666667
47032;13.2166666667
47033;15.25
47034;15.25
47035;18.3
47036;19.3166666667
47037;18.3
47038;18.3
47039;20.3333333333
47040;18.3
47041;21.35
47042;22.3666666667
47043;0.0
47044;1.0166666667
47045;22.3666666667
47046;5.0833333333
47047;5.0833333333
47048;5.0833333333
47049;7.1166666667
47050;17.2833333333
47051;13.2166666667
47052;11.1833333333
47053;11.1833333333
47054;14.2333333333
47055;9.15
47056;14.2333333333
47057;14.2333333333
47058;16.2666666667
47059;15.25
47060;10.1666666667
47061;17.2833333333
47062;15.25
47063;18.3
47064;18.3
47065;18.3
47066;20.3333333333
47067;20.3333333333
47068;20.3333333333
47069;21.35
47070;0.0
47071;23.3833333333
47072;0.0
47073;21.35
47074;8.1333333333
47075;7.1166666667
47076;9.15
47077;7.1166666667
47078;18.3
47079;8.1333333333
47080;8.1333333333
47081;10.1666666667
47082;4.0666666667
47083;11.1833333333
47084;13.2166666667
47085;15.25
47086;11.1833333333
47087;11.1833333333
47088;14.2333333333
47089;10.1666666667
47090;13.2166666667
47091;11.1833333333
47092;14.2333333333
47093;14.2333333333
47094;13.2166666667
47095;15.25
47096;11.1833333333
47097;18.3
47098;17.2833333333
47099;15.25
47100;14.2333333333
47101;15.25
47102;16.2666666667
47103;19.3166666667
47104;21.35
47105;20.3333333333
47106;19.3166666667
47107;18.3
47108;15.25
47109;22.3666666667
47110;7.1166666667
47111;6.1
47112;6.1
47113;22.3666666667
47114;8.1333333333
47115;8.1333333333
47116;18.3
47117;8.1333333333
47118;10.1666666667
47119;8.1333333333
47120;8.1333333333
47121;17.2833333333
47122;10.1666666667
47123;6.1
47124;21.35
47125;17.2833333333
47126;9.15
47127;9.15
47128;12.2
47129;12.2
47130;10.1666666667
47131;23.3833333333
47132;13.2166666667
47133;15.25
47134;14.2333333333
47135;12.2
47136;7.1166666667
47137;7.1166666667
47138;11.1833333333
47139;15.25
47140;17.2833333333
47141;2.0333333333
47142;19.3166666667
47143;13.2166666667
47144;20.3333333333
47145;17.2833333333
47146;20.3333333333
47147;22.3666666667
47148;22.3666666667
47149;5.0833333333
47150;8.1333333333
47151;7.1166666667
47152;9.15
47153;11.1833333333
47154;9.15
47155;13.2166666667
47156;10.1666666667
47157;11.1833333333
47158;10.1666666667
47159;13.2166666667
47160;13.2166666667
47161;13.2166666667
47162;19.3166666667
47163;12.2
47164;20.3333333333
47165;14.2333333333
47166;12.2
47167;14.2333333333
47168;19.3166666667
47169;13.2166666667
47170;12.2
47171;17.2833333333
47172;16.2666666667
47173;17.2833333333
47174;16.2666666667
47175;18.3
47176;18.3
47177;19.3166666667
47178;16.2666666667
47179;19.3166666667
47180;18.3
47181;18.3
47182;18.3
47183;20.3333333333
47184;22.3666666667
47185;21.35
47186;22.3666666667
47187;23.3833333333
47188;22.3666666667
47189;1.0166666667
47190;4.0666666667
47191;23.3833333333
47192;6.1
47193;7.1166666667
47194;6.1
47195;7.1166666667
47196;7.1166666667
47197;9.15
47198;13.2166666667
47199;8.1333333333
47200;8.1333333333
47201;8.1333333333
47202;14.2333333333
47203;9.15
47204;16.2666666667
47205;5.0833333333
47206;10.1666666667
47207;0.0
47208;13.2166666667
47209;15.25
47210;14.2333333333
47211;14.2333333333
47212;15.25
47213;15.25
47214;20.3333333333
47215;14.2333333333
47216;15.25
47217;15.25
47218;17.2833333333
47219;19.3166666667
47220;17.2833333333
47221;17.2833333333
47222;20.3333333333
47223;21.35
47224;20.3333333333
47225;21.35
47226;7.1166666667
47227;7.1166666667
47228;15.25
47229;9.15
47230;7.1166666667
47231;11.1833333333
47232;10.1666666667
47233;9.15
47234;7.1166666667
47235;13.2166666667
47236;10.1666666667
47237;10.1666666667
47238;10.1666666667
47239;10.1666666667
47240;14.2333333333
47241;17.2833333333
47242;13.2166666667
47243;15.25
47244;16.2666666667
47245;15.25
47246;15.25
47247;15.25
47248;8.1333333333
47249;17.2833333333
47250;18.3
47251;18.3
47252;16.2666666667
47253;19.3166666667
47254;17.2833333333
47255;17.2833333333
47256;21.35
47257;20.3333333333
47258;20.3333333333
47259;22.3666666667
47260;22.3666666667
47261;0.0
47262;0.0
47263;5.0833333333
47264;6.1
47265;7.1166666667
47266;9.15
47267;9.15
47268;6.1
47269;9.15
47270;11.1833333333
47271;9.15
47272;11.1833333333
47273;11.1833333333
47274;11.1833333333
47275;14.2333333333
47276;10.1666666667
47277;12.2
47278;15.25
47279;16.2666666667
47280;15.25
47281;17.2833333333
47282;22.3666666667
47283;18.3
47284;19.3166666667
47285;19.3166666667
47286;18.3
47287;21.35
47288;20.3333333333
47289;20.3333333333
47290;22.3666666667
47291;2.0333333333
47292;4.0666666667
47293;7.1166666667
47294;6.1
47295;7.1166666667
47296;4.0666666667
47297;7.1166666667
47298;11.1833333333
47299;10.1666666667
47300;11.1833333333
47301;14.2333333333
47302;13.2166666667
47303;11.1833333333
47304;13.2166666667
47305;16.2666666667
47306;14.2333333333
47307;15.25
47308;18.3
47309;19.3166666667
47310;21.35
47311;20.3333333333
47312;21.35
47313;1.0166666667
47314;6.1
47315;8.1333333333
47316;13.2166666667
47317;12.2
47318;14.2333333333
47319;15.25
47320;15.25
47321;17.2833333333
47322;16.2666666667
47323;18.3
47324;19.3166666667
47325;19.3166666667
47326;21.35
47327;23.3833333333
47328;3.05
47329;7.1166666667
47330;21.35
47331;13.2166666667
47332;8.1333333333
47333;7.1166666667
47334;7.1166666667
47335;2.0333333333
47336;11.1833333333
47337;17.2833333333
47338;11.1833333333
47339;7.1166666667
47340;11.1833333333
47341;11.1833333333
47342;13.2166666667
47343;14.2333333333
47344;11.1833333333
47345;8.1333333333
47346;12.2
47347;11.1833333333
47348;14.2333333333
47349;14.2333333333
47350;15.25
47351;16.2666666667
47352;17.2833333333
47353;18.3
47354;17.2833333333
47355;16.2666666667
47356;21.35
47357;19.3166666667
47358;22.3666666667
47359;18.3
47360;20.3333333333
47361;0.0
47362;8.1333333333
47363;7.1166666667
47364;6.1
47365;7.1166666667
47366;7.1166666667
47367;10.1666666667
47368;9.15
47369;18.3
47370;12.2
47371;12.2
47372;10.1666666667
47373;9.15
47374;14.2333333333
47375;14.2333333333
47376;18.3
47377;15.25
47378;14.2333333333
47379;14.2333333333
47380;17.2833333333
47381;15.25
47382;13.2166666667
47383;18.3
47384;21.35
47385;21.35
47386;0.0
47387;20.3333333333
47388;21.35
47389;21.35
47390;22.3666666667
47391;7.1166666667
47392;8.1333333333
47393;12.2
47394;19.3166666667
47395;7.1166666667
47396;20.3333333333
47397;6.1
47398;8.1333333333
47399;7.1166666667
47400;7.1166666667
47401;9.15
47402;10.1666666667
47403;12.2
47404;7.1166666667
47405;7.1166666667
47406;13.2166666667
47407;15.25
47408;12.2
47409;19.3166666667
47410;17.2833333333
47411;12.2
47412;19.3166666667
47413;18.3
47414;20.3333333333
47415;19.3166666667
47416;19.3166666667
47417;21.35
47418;22.3666666667
47419;18.3
47420;23.3833333333
47421;22.3666666667
47422;6.1
47423;7.1166666667
47424;7.1166666667
47425;8.1333333333
47426;8.1333333333
47427;9.15
47428;12.2
47429;7.1166666667
47430;9.15
47431;11.1833333333
47432;8.1333333333
47433;14.2333333333
47434;15.25
47435;14.2333333333
47436;9.15
47437;12.2
47438;12.2
47439;17.2833333333
47440;15.25
47441;17.2833333333
47442;18.3
47443;16.2666666667
47444;19.3166666667
47445;16.2666666667
47446;19.3166666667
47447;20.3333333333
47448;19.3166666667
47449;20.3333333333
47450;20.3333333333
47451;21.35
47452;21.35
47453;18.3
47454;23.3833333333
47455;1.0166666667
47456;1.0166666667
47457;3.05
47458;3.05
47459;8.1333333333
47460;7.1166666667
47461;8.1333333333
47462;9.15
47463;10.1666666667
47464;9.15
47465;9.15
47466;11.1833333333
47467;13.2166666667
47468;13.2166666667
47469;14.2333333333
47470;13.2166666667
47471;13.2166666667
47472;15.25
47473;15.25
47474;16.2666666667
47475;18.3
47476;16.2666666667
47477;17.2833333333
47478;15.25
47479;19.3166666667
47480;20.3333333333
47481;20.3333333333
47482;20.3333333333
47483;19.3166666667
47484;21.35
47485;22.3666666667
47486;23.3833333333
47487;0.0
47488;3.05
47489;2.0333333333
47490;4.0666666667
47491;4.0666666667
47492;6.1
47493;8.1333333333
47494;5.0833333333
47495;8.1333333333
47496;11.1833333333
47497;11.1833333333
47498;13.2166666667
47499;12.2
47500;12.2
47501;14.2333333333
47502;15.25
47503;13.2166666667
47504;15.25
47505;16.2666666667
47506;17.2833333333
47507;20.3333333333
47508;18.3
47509;19.3166666667
47510;18.3
47511;19.3166666667
47512;17.2833333333
47513;19.3166666667
47514;20.3333333333
47515;17.2833333333
47516;23.3833333333
47517;4.0666666667
47518;7.1166666667
47519;8.1333333333
47520;7.1166666667
47521;6.1
47522;8.1333333333
47523;9.15
47524;9.15
47525;8.1333333333
47526;11.1833333333
47527;19.3166666667
47528;11.1833333333
47529;12.2
47530;21.35
47531;15.25
47532;15.25
47533;15.25
47534;7.1166666667
47535;15.25
47536;17.2833333333
47537;19.3166666667
47538;16.2666666667
47539;17.2833333333
47540;19.3166666667
47541;19.3166666667
47542;19.3166666667
47543;19.3166666667
47544;19.3166666667
47545;19.3166666667
47546;20.3333333333
47547;21.35
47548;22.3666666667
47549;20.3333333333
47550;22.3666666667
47551;17.2833333333
47552;6.1
47553;7.1166666667
47554;7.1166666667
47555;19.3166666667
47556;8.1333333333
47557;9.15
47558;0.0
47559;1.0166666667
47560;23.3833333333
47561;9.15
47562;11.1833333333
47563;11.1833333333
47564;15.25
47565;11.1833333333
47566;15.25
47567;14.2333333333
47568;23.3833333333
47569;15.25
47570;18.3
47571;19.3166666667
47572;19.3166666667
47573;17.2833333333
47574;19.3166666667
47575;21.35
47576;21.35
47577;20.3333333333
47578;19.3166666667
47579;18.3
47580;22.3666666667
47581;22.3666666667
47582;23.3833333333
47583;0.0
47584;5.0833333333
47585;6.1
47586;5.0833333333
47587;7.1166666667
47588;13.2166666667
47589;9.15
47590;8.1333333333
47591;8.1333333333
47592;7.1166666667
47593;9.15
47594;0.0
47595;19.3166666667
47596;10.1666666667
47597;6.1
47598;8.1333333333
47599;11.1833333333
47600;11.1833333333
47601;12.2
47602;13.2166666667
47603;22.3666666667
47604;13.2166666667
47605;16.2666666667
47606;14.2333333333
47607;16.2666666667
47608;13.2166666667
47609;16.2666666667
47610;16.2666666667
47611;18.3
47612;18.3
47613;18.3
47614;19.3166666667
47615;19.3166666667
47616;6.1
47617;4.0666666667
47618;9.15
47619;8.1333333333
47620;11.1833333333
47621;9.15
47622;7.1166666667
47623;9.15
47624;9.15
47625;7.1166666667
47626;8.1333333333
47627;13.2166666667
47628;8.1333333333
47629;12.2
47630;12.2
47631;20.3333333333
47632;14.2333333333
47633;16.2666666667
47634;15.25
47635;14.2333333333
47636;9.15
47637;16.2666666667
47638;16.2666666667
47639;18.3
47640;19.3166666667
47641;18.3
47642;17.2833333333
47643;20.3333333333
47644;20.3333333333
47645;20.3333333333
47646;17.2833333333
47647;9.15
47648;21.35
47649;19.3166666667
47650;20.3333333333
47651;22.3666666667
47652;22.3666666667
47653;23.3833333333
47654;17.2833333333
47655;0.0
47656;4.0666666667
47657;3.05
47658;7.1166666667
47659;7.1166666667
47660;8.1333333333
47661;9.15
47662;8.1333333333
47663;8.1333333333
47664;6.1
47665;10.1666666667
47666;11.1833333333
47667;9.15
47668;7.1166666667
47669;16.2666666667
47670;13.2166666667
47671;14.2333333333
47672;7.1166666667
47673;22.3666666667
47674;7.1166666667
47675;16.2666666667
47676;14.2333333333
47677;14.2333333333
47678;14.2333333333
47679;15.25
47680;17.2833333333
47681;16.2666666667
47682;18.3
47683;16.2666666667
47684;19.3166666667
47685;18.3
47686;19.3166666667
47687;21.35
47688;20.3333333333
47689;22.3666666667
47690;21.35
47691;0.0
47692;0.0
47693;1.0166666667
47694;1.0166666667
47695;5.0833333333
47696;7.1166666667
47697;6.1
47698;6.1
47699;10.1666666667
47700;5.0833333333
47701;12.2
47702;11.1833333333
47703;10.1666666667
47704;12.2
47705;7.1166666667
47706;10.1666666667
47707;6.1
47708;10.1666666667
47709;7.1166666667
47710;12.2
47711;11.1833333333
47712;13.2166666667
47713;9.15
47714;15.25
47715;9.15
47716;18.3
47717;15.25
47718;18.3
47719;19.3166666667
47720;18.3
47721;21.35
47722;21.35
47723;18.3
47724;22.3666666667
47725;23.3833333333
47726;0.0
47727;1.0166666667
47728;20.3333333333
47729;8.1333333333
47730;8.1333333333
47731;10.1666666667
47732;17.2833333333
47733;10.1666666667
47734;10.1666666667
47735;17.2833333333
47736;14.2333333333
47737;15.25
47738;16.2666666667
47739;13.2166666667
47740;17.2833333333
47741;18.3
47742;19.3166666667
47743;6.1
47744;14.2333333333
47745;19.3166666667
47746;20.3333333333
47747;20.3333333333
47748;0.0
47749;23.3833333333
47750;18.3
47751;8.1333333333
47752;7.1166666667
47753;16.2666666667
47754;10.1666666667
47755;10.1666666667
47756;10.1666666667
47757;0.0
47758;10.1666666667
47759;9.15
47760;9.15
47761;11.1833333333
47762;12.2
47763;9.15
47764;13.2166666667
47765;13.2166666667
47766;13.2166666667
47767;15.25
47768;13.2166666667
47769;18.3
47770;17.2833333333
47771;19.3166666667
47772;18.3
47773;16.2666666667
47774;18.3
47775;18.3
47776;17.2833333333
47777;20.3333333333
47778;20.3333333333
47779;22.3666666667
47780;8.1333333333
47781;7.1166666667
47782;8.1333333333
47783;7.1166666667
47784;19.3166666667
47785;7.1166666667
47786;7.1166666667
47787;11.1833333333
47788;8.1333333333
47789;20.3333333333
47790;13.2166666667
47791;12.2
47792;18.3
47793;10.1666666667
47794;17.2833333333
47795;12.2
47796;12.2
47797;12.2
47798;14.2333333333
47799;12.2
47800;15.25
47801;15.25
47802;17.2833333333
47803;15.25
47804;18.3
47805;15.25
47806;19.3166666667
47807;18.3
47808;19.3166666667
47809;21.35
47810;19.3166666667
47811;23.3833333333
47812;21.35
47813;0.0
47814;7.1166666667
47815;8.1333333333
47816;8.1333333333
47817;7.1166666667
47818;6.1
47819;14.2333333333
47820;9.15
47821;12.2
47822;13.2166666667
47823;14.2333333333
47824;9.15
47825;13.2166666667
47826;12.2
47827;13.2166666667
47828;11.1833333333
47829;14.2333333333
47830;9.15
47831;17.2833333333
47832;14.2333333333
47833;17.2833333333
47834;7.1166666667
47835;17.2833333333
47836;17.2833333333
47837;16.2666666667
47838;17.2833333333
47839;17.2833333333
47840;16.2666666667
47841;16.2666666667
47842;20.3333333333
47843;18.3
47844;18.3
47845;20.3333333333
47846;20.3333333333
47847;18.3
47848;22.3666666667
47849;22.3666666667
47850;20.3333333333
47851;21.35
47852;22.3666666667
47853;23.3833333333
47854;4.0666666667
47855;7.1166666667
47856;7.1166666667
47857;8.1333333333
47858;7.1166666667
47859;9.15
47860;10.1666666667
47861;9.15
47862;9.15
47863;14.2333333333
47864;9.15
47865;11.1833333333
47866;11.1833333333
47867;11.1833333333
47868;9.15
47869;13.2166666667
47870;11.1833333333
47871;11.1833333333
47872;15.25
47873;16.2666666667
47874;12.2
47875;11.1833333333
47876;16.2666666667
47877;19.3166666667
47878;15.25
47879;16.2666666667
47880;18.3
47881;18.3
47882;20.3333333333
47883;20.3333333333
47884;21.35
47885;22.3666666667
47886;1.0166666667
47887;7.1166666667
47888;7.1166666667
47889;8.1333333333
47890;22.3666666667
47891;6.1
47892;8.1333333333
47893;5.0833333333
47894;11.1833333333
47895;10.1666666667
47896;12.2
47897;11.1833333333
47898;12.2
47899;14.2333333333
47900;12.2
47901;13.2166666667
47902;14.2333333333
47903;11.1833333333
47904;15.25
47905;15.25
47906;17.2833333333
47907;15.25
47908;17.2833333333
47909;20.3333333333
47910;18.3
47911;17.2833333333
47912;17.2833333333
47913;18.3
47914;10.1666666667
47915;19.3166666667
47916;20.3333333333
47917;18.3
47918;20.3333333333
47919;20.3333333333
47920;17.2833333333
47921;19.3166666667
47922;19.3166666667
47923;20.3333333333
47924;21.35
47925;21.35
47926;21.35
47927;20.3333333333
47928;22.3666666667
47929;21.35
47930;22.3666666667
47931;0.0
47932;21.35
47933;0.0
47934;0.0
47935;3.05
47936;5.0833333333
47937;5.0833333333
47938;8.1333333333
47939;9.15
47940;12.2
47941;10.1666666667
47942;14.2333333333
47943;12.2
47944;10.1666666667
47945;11.1833333333
47946;22.3666666667
47947;16.2666666667
47948;16.2666666667
47949;17.2833333333
47950;16.2666666667
47951;19.3166666667
47952;20.3333333333
47953;20.3333333333
47954;21.35
47955;21.35
47956;2.0333333333
47957;4.0666666667
47958;4.0666666667
47959;6.1
47960;7.1166666667
47961;8.1333333333
47962;7.1166666667
47963;10.1666666667
47964;13.2166666667
47965;12.2
47966;13.2166666667
47967;11.1833333333
47968;14.2333333333
47969;17.2833333333
47970;14.2333333333
47971;20.3333333333
47972;20.3333333333
47973;19.3166666667
47974;20.3333333333
47975;21.35
47976;20.3333333333
47977;20.3333333333
47978;7.1166666667
47979;8.1333333333
47980;8.1333333333
47981;8.1333333333
47982;9.15
47983;8.1333333333
47984;7.1166666667
47985;11.1833333333
47986;15.25
47987;10.1666666667
47988;8.1333333333
47989;11.1833333333
47990;13.2166666667
47991;12.2
47992;12.2
47993;12.2
47994;14.2333333333
47995;14.2333333333
47996;14.2333333333
47997;15.25
47998;14.2333333333
47999;15.25
48000;18.3
48001;18.3
48002;19.3166666667
48003;18.3
48004;18.3
48005;19.3166666667
48006;18.3
48007;20.3333333333
48008;20.3333333333
48009;21.35
48010;22.3666666667
48011;18.3
48012;17.2833333333
48013;7.1166666667
48014;6.1
48015;7.1166666667
48016;12.2
48017;8.1333333333
48018;8.1333333333
48019;10.1666666667
48020;9.15
48021;10.1666666667
48022;11.1833333333
48023;9.15
48024;19.3166666667
48025;11.1833333333
48026;18.3
48027;13.2166666667
48028;16.2666666667
48029;15.25
48030;15.25
48031;12.2
48032;13.2166666667
48033;12.2
48034;14.2333333333
48035;15.25
48036;7.1166666667
48037;13.2166666667
48038;16.2666666667
48039;18.3
48040;18.3
48041;19.3166666667
48042;18.3
48043;19.3166666667
48044;19.3166666667
48045;18.3
48046;21.35
48047;23.3833333333
48048;22.3666666667
48049;22.3666666667
48050;22.3666666667
48051;1.0166666667
48052;0.0
48053;8.1333333333
48054;8.1333333333
48055;7.1166666667
48056;7.1166666667
48057;9.15
48058;11.1833333333
48059;8.1333333333
48060;9.15
48061;14.2333333333
48062;11.1833333333
48063;10.1666666667
48064;11.1833333333
48065;11.1833333333
48066;12.2
48067;11.1833333333
48068;1.0166666667
48069;19.3166666667
48070;12.2
48071;16.2666666667
48072;8.1333333333
48073;15.25
48074;13.2166666667
48075;16.2666666667
48076;14.2333333333
48077;18.3
48078;16.2666666667
48079;18.3
48080;20.3333333333
48081;14.2333333333
48082;18.3
48083;20.3333333333
48084;18.3
48085;21.35
48086;21.35
48087;21.35
48088;0.0
48089;8.1333333333
48090;6.1
48091;6.1
48092;6.1
48093;7.1166666667
48094;13.2166666667
48095;6.1
48096;8.1333333333
48097;7.1166666667
48098;9.15
48099;8.1333333333
48100;11.1833333333
48101;12.2
48102;10.1666666667
48103;11.1833333333
48104;11.1833333333
48105;13.2166666667
48106;11.1833333333
48107;11.1833333333
48108;13.2166666667
48109;22.3666666667
48110;12.2
48111;13.2166666667
48112;5.0833333333
48113;13.2166666667
48114;14.2333333333
48115;13.2166666667
48116;14.2333333333
48117;18.3
48118;9.15
48119;16.2666666667
48120;16.2666666667
48121;17.2833333333
48122;18.3
48123;19.3166666667
48124;18.3
48125;19.3166666667
48126;18.3
48127;21.35
48128;20.3333333333
48129;22.3666666667
48130;19.3166666667
48131;22.3666666667
48132;22.3666666667
48133;7.1166666667
48134;18.3
48135;8.1333333333
48136;8.1333333333
48137;8.1333333333
48138;16.2666666667
48139;18.3
48140;18.3
48141;9.15
48142;12.2
